tail_number,date,aircraft,origin,origin_location,destination,destination_location,departure,arrival,duration,medical_service
N71TP,11-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",07:47PM MST,08:31PM MST,0:44,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,11-Jan-2021,PC12,Malta (M75),"Malta (Malta, MT) - M75",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",06:20PM MST,07:01PM MST,0:41,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,11-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Glasgow, MT",L 48.35246 -107.72528,05:06PM MST,Last seen 05:22PM MST,0:15,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,11-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",12:39AM MST,01:24AM MST,0:44,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,10-Jan-2021,PC12,L M Clayton (KOLF),"L M Clayton (Wolf Point, MT) - KOLF",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",11:01PM MST,11:53PM MST,0:51,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,10-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Wolf Point, MT",L 48.12747 -105.80545,10:04PM MST,Last seen 10:13PM MST,0:08,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,10-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",08:41PM MST,09:27PM MST,0:45,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,10-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",07:01PM MST,07:46PM MST,0:45,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,09-Jan-2021,PC12,Great Falls Intl (KGTF),"Great Falls Intl (Great Falls, MT) - KGTF",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",04:38PM MST,05:34PM MST,0:55,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,09-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Great Falls Intl (KGTF),"Great Falls Intl (Great Falls, MT) - KGTF",02:27PM MST,03:19PM MST,0:52,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,08-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",04:14PM MST,05:01PM MST,0:46,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,08-Jan-2021,PC12,Dawson Community (KGDV),"Dawson Community (Glendive, MT) - KGDV",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",02:05PM MST,02:56PM MST,0:51,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,08-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Dawson Community (KGDV),"Dawson Community (Glendive, MT) - KGDV",12:13PM MST,12:43PM MST,0:29,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,07-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",07:15PM MST,08:02PM MST,0:47,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,07-Jan-2021,PC12,Sher-Wood (KPWD),"Sher-Wood (Plentywood, MT) - KPWD",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",05:00PM MST,06:08PM MST,1:08,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,07-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Sher-Wood (KPWD),"Sher-Wood (Plentywood, MT) - KPWD",03:00PM MST,04:02PM MST,1:02,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,07-Jan-2021,PC12,L M Clayton (KOLF),"L M Clayton (Wolf Point, MT) - KOLF",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",12:56PM MST,01:52PM MST,0:55,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,07-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Wolf Point, MT",L 48.11970 -105.75693,11:49AM MST,Last seen 11:59AM MST,0:10,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,06-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",03:38PM MST,04:22PM MST,0:44,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,06-Jan-2021,PC12,Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",01:52PM MST,02:43PM MST,0:51,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,06-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Wolf Point, MT",L 48.15005 -105.46093,12:42PM MST,Last seen 12:55PM MST,0:12,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,05-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",11:56PM MST,12:46AM MST (+1),0:49,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,05-Jan-2021,PC12,Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",10:28PM MST,11:16PM MST,0:48,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,05-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Wolf Point, MT",L 48.16066 -105.53358,09:28PM MST,Last seen 09:40PM MST,0:11,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,04-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",06:56PM MST,07:40PM MST,0:43,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,04-Jan-2021,PC12,Scobey (9S2),"Scobey (Scobey, MT) - 9S2",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",04:24PM MST,05:23PM MST,0:59,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,04-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Scobey (9S2),"Scobey (Scobey, MT) - 9S2",02:45PM MST,03:40PM MST,0:54,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,04-Jan-2021,PC12,Dawson Community (KGDV),"Dawson Community (Glendive, MT) - KGDV",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",11:53AM MST,12:45PM MST,0:51,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,04-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Dawson Community (KGDV),"Dawson Community (Glendive, MT) - KGDV",10:29AM MST,10:53AM MST (?),0:24,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,03-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",12:32PM MST,01:15PM MST,0:43,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,03-Jan-2021,PC12,Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",10:42AM MST,11:36AM MST,0:54,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,03-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Wolf Point, MT",L 48.14791 -105.38494,09:24AM MST,Last seen 09:36AM MST,0:12,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",10:53PM MST,11:38PM MST,0:44,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Jan-2021,PC12,Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",09:10PM MST,10:04PM MST,0:54,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",07:53PM MST,08:52PM MST (?),0:59,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Jan-2021,PC12,Malta (M75),"Malta (Malta, MT) - M75",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",06:15PM MST,06:53PM MST,0:38,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Malta (M75),"Malta (Malta, MT) - M75",04:33PM MST,05:19PM MST,0:45,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Jan-2021,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",04:33PM MST,,Diverted,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Jan-2021,PC12,Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",02:47PM MST,03:42PM MST,0:55,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Jan-2021,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Wolf Point, MT",L 48.14526 -105.41466,01:40PM MST,Last seen 01:53PM MST,0:13,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,31-Dec-2020,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",05:10AM MST,05:53AM MST,0:42,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,31-Dec-2020,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",03:28AM MST,04:16AM MST,0:47,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,30-Dec-2020,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",05:47PM MST,06:35PM MST,0:48,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,30-Dec-2020,PC12,L M Clayton (KOLF),"L M Clayton (Wolf Point, MT) - KOLF",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",03:48PM MST,04:37PM MST,0:48,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,30-Dec-2020,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",L M Clayton (KOLF),"L M Clayton (Wolf Point, MT) - KOLF",02:47PM MST,03:12PM MST (?),0:25,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,29-Dec-2020,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",12:59PM MST,01:52PM MST,0:52,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,29-Dec-2020,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",11:27AM MST,12:09PM MST,0:42,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,27-Dec-2020,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",06:04AM MST,06:48AM MST,0:44,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,27-Dec-2020,PC12,Malta (M75),"Malta (Malta, MT) - M75",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",04:41AM MST,05:21AM MST,0:40,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,27-Dec-2020,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Malta (M75),"Malta (Malta, MT) - M75",03:38AM MST,03:54AM MST (?),0:16,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,27-Dec-2020,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",12:19AM MST,01:06AM MST,0:47,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,26-Dec-2020,PC12,Lewistown Muni (KLWT),"Lewistown Muni (Lewistown, MT) - KLWT",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",11:15PM MST,11:35PM MST,0:20,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,26-Dec-2020,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Lewistown Muni (KLWT),"Lewistown Muni (Lewistown, MT) - KLWT",09:50PM MST,10:29PM MST (?),0:38,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,16-Dec-2020,PC12,Hector Intl (KFAR),"Hector Intl (Fargo, ND) - KFAR",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",04:55PM CST,05:44PM MST,1:49,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,15-Dec-2020,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",Hector Intl (KFAR),"Hector Intl (Fargo, ND) - KFAR",05:09AM MST,07:40AM CST,1:31,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Dec-2020,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",08:25PM MST,09:14PM MST,0:48,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Dec-2020,PC12,Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",06:50PM MST,07:38PM MST,0:48,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,02-Dec-2020,PC12,Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW","Near Wolf Point, MT",L 48.16003 -105.45509,05:43PM MST,Last seen 05:56PM MST,0:12,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,29-Nov-2020,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Wokal Fld/Glasgow-Valley County (KGGW),"Wokal Fld/Glasgow-Valley County (Glasgow, MT) - KGGW",09:50PM MST,10:37PM MST,0:47,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,29-Nov-2020,PC12,Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",08:16PM MST,09:01PM MST,0:45,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N71TP,29-Nov-2020,PC12,Billings Logan Intl (KBIL),"Billings Logan Intl (Billings, MT) - KBIL",Poplar Muni (PO1),"Poplar Muni (Poplar, MT) - PO1",06:34PM MST,07:25PM MST (?),0:51,NORTHEAST MONTANA STAT AIR AMBULANCE COOPERATIVE  
N414PA,17-Dec-2020,C414,"Near Ruston, LA",L 32.63749 -92.55415,"Near Ruston, LA",L 32.66366 -92.56407,First seen 01:22PM CST,Last seen 01:27PM CST,0:05,PAFFORD EMERGENCY MEDICAL SERVICES INC            
N370CS,23-Feb-2021,BE20,Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",Sacramento Exec (KSAC),"Sacramento Exec (Sacramento, CA) - KSAC",05:39PM PST,05:51PM PST,0:11,REACH AIR MEDICAL SERVICES LLC                    
N370CS,21-Feb-2021,BE20,Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",09:17AM PST,09:43AM PST,0:26,REACH AIR MEDICAL SERVICES LLC                    
N370CS,30-Dec-2020,BE20,Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",Redding Muni (KRDD),"Redding Muni (Redding, CA) - KRDD",08:29PM PST,09:07PM PST,0:37,REACH AIR MEDICAL SERVICES LLC                    
N370CS,29-Dec-2020,BE20,Sacramento Intl (KSMF),"Sacramento Intl (Sacramento, CA) - KSMF",Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",07:50AM PST,07:59AM PST,0:08,REACH AIR MEDICAL SERVICES LLC                    
N370CS,29-Dec-2020,BE20,Schulz-Sonoma County (KSTS),"Schulz-Sonoma County (Santa Rosa, CA) - KSTS",Sacramento Intl (KSMF),"Sacramento Intl (Sacramento, CA) - KSMF",02:53AM PST,03:22AM PST,0:29,REACH AIR MEDICAL SERVICES LLC                    
N370CS,29-Dec-2020,BE20,California Redwood Coast-Humboldt County (KACV),"California Redwood Coast-Humboldt County (Arcata/Eureka, CA) - KACV",Schulz-Sonoma County (KSTS),"Schulz-Sonoma County (Santa Rosa, CA) - KSTS",01:36AM PST,02:20AM PST,0:44,REACH AIR MEDICAL SERVICES LLC                    
N370CS,28-Dec-2020,BE20,Schulz-Sonoma County (KSTS),"Schulz-Sonoma County (Santa Rosa, CA) - KSTS",California Redwood Coast-Humboldt County (KACV),"California Redwood Coast-Humboldt County (Arcata/Eureka, CA) - KACV",09:37PM PST,10:25PM PST,0:47,REACH AIR MEDICAL SERVICES LLC                    
N370CS,28-Dec-2020,BE20,Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",Schulz-Sonoma County (KSTS),"Schulz-Sonoma County (Santa Rosa, CA) - KSTS",08:37PM PST,09:04PM PST,0:27,REACH AIR MEDICAL SERVICES LLC                    
N370CS,28-Dec-2020,BE20,Schulz-Sonoma County (KSTS),"Schulz-Sonoma County (Santa Rosa, CA) - KSTS",Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",02:14AM PST,02:38AM PST,0:23,REACH AIR MEDICAL SERVICES LLC                    
N370CS,28-Dec-2020,BE20,California Redwood Coast-Humboldt County (KACV),"California Redwood Coast-Humboldt County (Arcata/Eureka, CA) - KACV",Schulz-Sonoma County (KSTS),"Schulz-Sonoma County (Santa Rosa, CA) - KSTS",12:46AM PST,01:36AM PST,0:49,REACH AIR MEDICAL SERVICES LLC                    
N370CS,27-Dec-2020,BE20,Schulz-Sonoma County (KSTS),"Schulz-Sonoma County (Santa Rosa, CA) - KSTS",California Redwood Coast-Humboldt County (KACV),"California Redwood Coast-Humboldt County (Arcata/Eureka, CA) - KACV",09:22PM PST,10:05PM PST,0:43,REACH AIR MEDICAL SERVICES LLC                    
N370CS,27-Dec-2020,BE20,Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",Schulz-Sonoma County (KSTS),"Schulz-Sonoma County (Santa Rosa, CA) - KSTS",08:11PM PST,08:38PM PST,0:26,REACH AIR MEDICAL SERVICES LLC                    
N370CS,25-Dec-2020,BE20,San Francisco Intl (KSFO),"San Francisco Intl (San Francisco, CA) - KSFO",Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",07:16AM PST,07:40AM PST,0:24,REACH AIR MEDICAL SERVICES LLC                    
N370CS,25-Dec-2020,BE20,California Redwood Coast-Humboldt County (KACV),"California Redwood Coast-Humboldt County (Arcata/Eureka, CA) - KACV",San Francisco Intl (KSFO),"San Francisco Intl (San Francisco, CA) - KSFO",05:05AM PST,06:16AM PST,1:11,REACH AIR MEDICAL SERVICES LLC                    
N370CS,25-Dec-2020,BE20,Metro Oakland Intl (KOAK),"Metro Oakland Intl (Oakland, CA) - KOAK",California Redwood Coast-Humboldt County (KACV),"California Redwood Coast-Humboldt County (Arcata/Eureka, CA) - KACV",01:55AM PST,02:51AM PST,0:56,REACH AIR MEDICAL SERVICES LLC                    
N370CS,25-Dec-2020,BE20,Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",Metro Oakland Intl (KOAK),"Metro Oakland Intl (Oakland, CA) - KOAK",01:09AM PST,01:33AM PST,0:24,REACH AIR MEDICAL SERVICES LLC                    
N370CS,24-Dec-2020,BE20,Lincoln Regional  (KLHM),"Lincoln Regional  (Lincoln, CA) - KLHM",Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",12:28PM PST,12:35PM PST,0:07,REACH AIR MEDICAL SERVICES LLC                    
N370CS,24-Dec-2020,BE20,Redding Muni (KRDD),"Redding Muni (Redding, CA) - KRDD",Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",12:31AM PST,01:17AM PST,0:46,REACH AIR MEDICAL SERVICES LLC                    
N370CS,23-Dec-2020,BE20,Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",Redding Muni (KRDD),"Redding Muni (Redding, CA) - KRDD",09:07PM PST,09:40PM PST,0:32,REACH AIR MEDICAL SERVICES LLC                    
N370CS,22-Dec-2020,BE20,San Francisco Intl (KSFO),"San Francisco Intl (San Francisco, CA) - KSFO",Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",04:05PM PST,04:35PM PST,0:29,REACH AIR MEDICAL SERVICES LLC                    
N370CS,22-Dec-2020,BE20,Redding Muni (KRDD),"Redding Muni (Redding, CA) - KRDD",San Francisco Intl (KSFO),"San Francisco Intl (San Francisco, CA) - KSFO",12:50PM PST,01:39PM PST,0:48,REACH AIR MEDICAL SERVICES LLC                    
N370CS,22-Dec-2020,BE20,Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",Redding Muni (KRDD),"Redding Muni (Redding, CA) - KRDD",10:27AM PST,11:09AM PST,0:41,REACH AIR MEDICAL SERVICES LLC                    
N370CS,21-Dec-2020,BE20,Metro Oakland Intl (KOAK),"Metro Oakland Intl (Oakland, CA) - KOAK",Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",02:31PM PST,02:55PM PST,0:24,REACH AIR MEDICAL SERVICES LLC                    
N370CS,21-Dec-2020,BE20,California Redwood Coast-Humboldt County (KACV),"California Redwood Coast-Humboldt County (Arcata/Eureka, CA) - KACV",Metro Oakland Intl (KOAK),"Metro Oakland Intl (Oakland, CA) - KOAK",03:58AM PST,05:18AM PST,1:19,REACH AIR MEDICAL SERVICES LLC                    
N370CS,21-Dec-2020,BE20,California Redwood Coast-Humboldt County (KACV),"California Redwood Coast-Humboldt County (Arcata/Eureka, CA) - KACV",Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",03:58AM PST,,Diverted,REACH AIR MEDICAL SERVICES LLC                    
N370CS,21-Dec-2020,BE20,Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",California Redwood Coast-Humboldt County (KACV),"California Redwood Coast-Humboldt County (Arcata/Eureka, CA) - KACV",01:55AM PST,02:48AM PST,0:52,REACH AIR MEDICAL SERVICES LLC                    
N370CS,20-Dec-2020,BE20,Truckee-Tahoe (KTRK),"Truckee-Tahoe (Truckee, CA) - KTRK",Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",01:22PM PST,01:46PM PST,0:24,REACH AIR MEDICAL SERVICES LLC                    
