tailnumber,dates,aircraft,origin,destination,departure,arrival,duration,Tail_number,NAME
N371LL,14-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Rapid City Rgnl</span>","<td>08:14AM <span class=""tz"">CST</span></td>","<td>09:15AM <span class=""tz"">MST</span></td>",2:00,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,14-Nov-2020,PC12,"<span dir=""ltr"">Range Rgnl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>05:20AM <span class=""tz"">CST</span></td>","<td>06:00AM <span class=""tz"">CST</span></td>",0:39,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,13-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Range Rgnl</span>","<td>07:57PM <span class=""tz"">CST</span></td>","<td>08:36PM <span class=""tz"">CST</span></td>",0:38,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,12-Nov-2020,PC12,"<span dir=""ltr"">Range Rgnl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>10:42PM <span class=""tz"">CST</span></td>","<td>11:18PM <span class=""tz"">CST</span></td>",0:36,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,12-Nov-2020,PC12,"<span dir=""ltr"">Falls Intl-Einarson Fld</span>","<span dir=""ltr"">Range Rgnl</span>","<td>09:54PM <span class=""tz"">CST</span></td>","<td>10:22PM <span class=""tz"">CST</span></td>",0:27,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,12-Nov-2020,PC12,"<span dir=""ltr"">Range Rgnl</span>","<span dir=""ltr"">Falls Intl-Einarson Fld</span>","<td>08:13PM <span class=""tz"">CST</span></td>","<td>08:38PM <span class=""tz"">CST</span></td>",0:25,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,12-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Range Rgnl</span>","<td>07:21PM <span class=""tz"">CST</span></td>","<td>08:03PM <span class=""tz"">CST</span></td>",0:42,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,12-Nov-2020,PC12,"<span dir=""ltr"">Rochester Intl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>03:22PM <span class=""tz"">CST</span></td>","<td>03:51PM <span class=""tz"">CST</span></td>",0:29,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,12-Nov-2020,PC12,"<span dir=""ltr"">Lakeland/Lee Field</span>","<span dir=""ltr"">Rochester Intl</span>","<td>01:09PM <span class=""tz"">CST</span></td>","<td>02:03PM <span class=""tz"">CST</span></td>",0:54,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,12-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Lakeland/Lee Field</span>","<td>12:13PM <span class=""tz"">CST</span></td>","<td>12:56PM <span class=""tz"">CST</span></td>",0:42,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,12-Nov-2020,PC12,"<span dir=""ltr"">St Paul Holman Fld</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>01:55AM <span class=""tz"">CST</span></td>","<td>02:06AM <span class=""tz"">CST</span></td>",0:10,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,11-Nov-2020,PC12,"<span dir=""ltr"">Bemidji Rgnl</span>","<span dir=""ltr"">St Paul Holman Fld</span>","<td>11:45PM <span class=""tz"">CST</span></td>","<td>12:31AM <span class=""tz"">CST</span> (+1)</td>",0:45,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,11-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Bemidji Rgnl</span>","<td>09:55PM <span class=""tz"">CST</span></td>","<td>10:47PM <span class=""tz"">CST</span></td>",0:52,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,11-Nov-2020,PC12,"<span dir=""ltr"">Duluth Intl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>08:33PM <span class=""tz"">CST</span></td>","<td>09:06PM <span class=""tz"">CST</span></td>",0:32,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,11-Nov-2020,PC12,"<span dir=""ltr"">Falls Intl-Einarson Fld</span>","<span dir=""ltr"">Duluth Intl</span>","<td>07:25PM <span class=""tz"">CST</span></td>","<td>08:03PM <span class=""tz"">CST</span></td>",0:37,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,11-Nov-2020,PC12,"<span dir=""ltr"">Duluth Intl</span>","<span dir=""ltr"">Falls Intl-Einarson Fld</span>","<td>05:18PM <span class=""tz"">CST</span></td>","<td>05:52PM <span class=""tz"">CST</span></td>",0:34,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,11-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Duluth Intl</span>","<td>04:31PM <span class=""tz"">CST</span></td>","<td>05:02PM <span class=""tz"">CST</span></td>",0:30,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,11-Nov-2020,PC12,"<span dir=""ltr"">Duluth Intl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>06:28AM <span class=""tz"">CST</span></td>","<td>07:01AM <span class=""tz"">CST</span></td>",0:33,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,11-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Duluth Intl</span>","<td>04:35AM <span class=""tz"">CST</span></td>","<td>05:09AM <span class=""tz"">CST</span></td>",0:33,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,11-Nov-2020,PC12,"<span dir=""ltr"">Hector Intl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>12:02AM <span class=""tz"">CST</span></td>","<td>12:54AM <span class=""tz"">CST</span></td>",0:52,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,10-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Hector Intl</span>","<td>09:03PM <span class=""tz"">CST</span></td>","<td>09:57PM <span class=""tz"">CST</span></td>",0:53,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,10-Nov-2020,PC12,"<span dir=""ltr"">Marshfield Muni</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>04:54AM <span class=""tz"">CST</span></td>","<td>05:41AM <span class=""tz"">CST</span></td>",0:47,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,10-Nov-2020,PC12,"<span dir=""ltr"">Rice Lake Rgnl</span>","<span dir=""ltr"">Marshfield Muni</span>","<td>03:50AM <span class=""tz"">CST</span></td>","<td>04:24AM <span class=""tz"">CST</span></td>",0:33,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,10-Nov-2020,PC12,"<span dir=""ltr"">Marshfield Muni</span>","<span dir=""ltr"">Rice Lake Rgnl</span>","<td>01:09AM <span class=""tz"">CST</span></td>","<td>01:39AM <span class=""tz"">CST</span></td>",0:30,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,09-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Marshfield Muni</span>","<td>11:59PM <span class=""tz"">CST</span></td>","<td>12:41AM <span class=""tz"">CST</span> (+1)</td>",0:42,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,08-Nov-2020,PC12,"<span dir=""ltr"">Grand Forks Intl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>12:51PM <span class=""tz"">CST</span></td>","<td>02:00PM <span class=""tz"">CST</span></td>",1:09,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,08-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Grand Forks Intl</span>","<td>08:54AM <span class=""tz"">CST</span></td>","<td>09:58AM <span class=""tz"">CST</span></td>",1:03,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,07-Nov-2020,PC12,"<span dir=""ltr"">Minneapolis/St Paul Intl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>02:55AM <span class=""tz"">CST</span></td>","<td>03:03AM <span class=""tz"">CST</span></td>",0:08,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,07-Nov-2020,PC12,"<span dir=""ltr"">Falls Intl-Einarson Fld</span>","<span dir=""ltr"">Minneapolis/St Paul Intl</span>","<td>12:23AM <span class=""tz"">CST</span></td>","<td>01:28AM <span class=""tz"">CST</span></td>",1:05,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,06-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Falls Intl-Einarson Fld</span>","<td>10:36PM <span class=""tz"">CST</span></td>","<td>11:31PM <span class=""tz"">CST</span></td>",0:54,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,04-Nov-2020,PC12,"<span dir=""ltr"">Minot Intl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>11:09PM <span class=""tz"">CST</span></td>","<td>12:37AM <span class=""tz"">CST</span> (+1)</td>",1:27,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,04-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Minot Intl</span>","<td>07:25PM <span class=""tz"">CST</span></td>","<td>09:20PM <span class=""tz"">CST</span></td>",1:54,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,04-Nov-2020,PC12,"<span dir=""ltr"">Chandler Fld</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>05:14AM <span class=""tz"">CST</span></td>","<td>05:42AM <span class=""tz"">CST</span></td>",0:27,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,03-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Chandler Fld</span>","<td>07:51PM <span class=""tz"">CST</span></td>","<td>08:29PM <span class=""tz"">CST</span></td>",0:37,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,01-Nov-2020,PC12,"<span dir=""ltr"">Chippewa Valley Rgnl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>05:53AM <span class=""tz"">CST</span></td>","<td>06:22AM <span class=""tz"">CST</span></td>",0:29,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,01-Nov-2020,PC12,"<span dir=""ltr"">Lakeland/Lee Field</span>","<span dir=""ltr"">Chippewa Valley Rgnl</span>","<td>03:51AM <span class=""tz"">CST</span></td>","<td>04:32AM <span class=""tz"">CST</span></td>",0:40,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,01-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Lakeland/Lee Field</span>","<td>01:42AM <span class=""tz"">CST</span></td>","<td>02:28AM <span class=""tz"">CST</span></td>",0:45,N371LL,CRITICAL CARE SERVICES INC DBA                    
N12RJ,12-Feb-2021,C421,"Near Blythe, CA","<span dir=""ltr"">Palm Springs Intl</span>","<em>First seen 09:29PM <span class=""tz"">PST</span></em>","<td>09:56PM <span class=""tz"">PST</span></td>",0:27,N12RJ,DESERT AIR AMBULANCE INC                          
N12RJ,11-Feb-2021,C421,"<span dir=""ltr"">Palm Springs Intl</span>","Near Blythe, CA","<td>10:26AM <span class=""tz"">PST</span></td>","<td><em>Last seen 10:51AM <span class=""tz"">PST</span></em></td>",<em>0:25</em>,N12RJ,DESERT AIR AMBULANCE INC                          
N12RJ,11-Feb-2021,C421,"Near Blythe, CA","<span dir=""ltr"">Palm Springs Intl</span>","<em>First seen 08:51AM <span class=""tz"">PST</span></em>","<td>09:18AM <span class=""tz"">PST</span></td>",0:26,N12RJ,DESERT AIR AMBULANCE INC                          
N12RJ,10-Feb-2021,C421,"<span dir=""ltr"">Palm Springs Intl</span>","Near Blythe, CA","<td>06:30AM <span class=""tz"">PST</span></td>","<td><em>Last seen 06:54AM <span class=""tz"">PST</span></em></td>",<em>0:24</em>,N12RJ,DESERT AIR AMBULANCE INC                          
N12RJ,10-Feb-2021,C421,"Near Blythe, CA","<span dir=""ltr"">Palm Springs Intl</span>","<em>First seen 04:42AM <span class=""tz"">PST</span></em>","<td>05:10AM <span class=""tz"">PST</span></td>",0:27,N12RJ,DESERT AIR AMBULANCE INC                          
N12RJ,09-Feb-2021,C421,"<span dir=""ltr"">Palm Springs Intl</span>","Near Blythe, CA","<td>01:46PM <span class=""tz"">PST</span></td>","<td><em>Last seen 02:12PM <span class=""tz"">PST</span></em></td>",<em>0:26</em>,N12RJ,DESERT AIR AMBULANCE INC                          
N12RJ,09-Feb-2021,C421,"Near Blythe, CA","<span dir=""ltr"">Palm Springs Intl</span>","<em>First seen 11:57AM <span class=""tz"">PST</span></em>","<td>12:25PM <span class=""tz"">PST</span></td>",0:27,N12RJ,DESERT AIR AMBULANCE INC                          
N12RJ,08-Feb-2021,C421,"<span dir=""ltr"">Palm Springs Intl</span>","Near Blythe, CA","<td>02:03PM <span class=""tz"">PST</span></td>","<td><em>Last seen 02:28PM <span class=""tz"">PST</span></em></td>",<em>0:25</em>,N12RJ,DESERT AIR AMBULANCE INC                          
N12RJ,08-Feb-2021,C421,"Near Blythe, CA","<span dir=""ltr"">Palm Springs Intl</span>","<em>First seen 12:20PM <span class=""tz"">PST</span></em>","<td>12:48PM <span class=""tz"">PST</span></td>",0:27,N12RJ,DESERT AIR AMBULANCE INC                          
N12RJ,07-Feb-2021,C421,"<span dir=""ltr"">Palm Springs Intl</span>","Near Blythe, CA","<td>01:45PM <span class=""tz"">PST</span></td>","<td><em>Last seen 02:12PM <span class=""tz"">PST</span></em></td>",<em>0:26</em>,N12RJ,DESERT AIR AMBULANCE INC                          
N12RJ,07-Feb-2021,C421,"<span dir=""ltr"">Palm Springs Intl</span>","<span dir=""ltr"">Palm Springs Intl</span>","<td>12:36PM <span class=""tz"">PST</span></td>","<td>01:16PM <span class=""tz"">PST</span></td>",0:39,N12RJ,DESERT AIR AMBULANCE INC                          
N12RJ,30-Nov-2020,C421,"<span dir=""ltr"">Bermuda Dunes</span>","<span dir=""ltr"">Palm Springs Intl</span>","<td>01:58PM <span class=""tz"">PST</span></td>","<td><span title=""result unknown""><i>02:05PM <span class=""tz"">PST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:06,N12RJ,DESERT AIR AMBULANCE INC                          
N12RJ,28-Nov-2020,C421,"<span dir=""ltr"">Palm Springs Intl</span>","<span dir=""ltr"">Bermuda Dunes</span>","<td>02:37PM <span class=""tz"">PST</span></td>","<td><span title=""result unknown""><i>03:46PM <span class=""tz"">PST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",1:09,N12RJ,DESERT AIR AMBULANCE INC                          
N4173A,18-Jan-2021,P32R,"<span dir=""ltr"">Sugar Land Rgnl</span>","<span dir=""ltr"">Sugar Land Rgnl</span>","<td>04:51PM <span class=""tz"">CST</span></td>","<td>05:41PM <span class=""tz"">CST</span></td>",0:49,N4173A,E HOSPITAL SERVICES INC                           
N4173A,29-Dec-2020,P32R,"<span dir=""ltr"">Sugar Land Rgnl</span>","<span dir=""ltr"">Sugar Land Rgnl</span>","<td>04:29PM <span class=""tz"">CST</span></td>","<td>05:28PM <span class=""tz"">CST</span></td>",0:58,N4173A,E HOSPITAL SERVICES INC                           
N4173A,25-Nov-2020,P32R,"<span dir=""ltr"">Sugar Land Rgnl</span>","<span dir=""ltr"">Sugar Land Rgnl</span>","<td>04:36PM <span class=""tz"">CST</span></td>","<td><span title=""result unknown""><i>05:26PM <span class=""tz"">CST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:49,N4173A,E HOSPITAL SERVICES INC                           
N4173A,22-Nov-2020,P32R,"<span dir=""ltr"">Sugar Land Rgnl</span>","<span dir=""ltr"">Sugar Land Rgnl</span>","<td>01:11PM <span class=""tz"">CST</span></td>","<td><span title=""result unknown""><i>03:19PM <span class=""tz"">CST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",2:07,N4173A,E HOSPITAL SERVICES INC                           
N4173A,08-Nov-2020,P32R,"<span dir=""ltr"">Houston Ellington</span>","<span dir=""ltr"">Sugar Land Rgnl</span>","<td>04:47PM <span class=""tz"">CST</span></td>","<td>05:02PM <span class=""tz"">CST</span></td>",0:15,N4173A,E HOSPITAL SERVICES INC                           
N4173A,08-Nov-2020,PA32,"<span dir=""ltr"">S Arkansas Regional</span>","<span dir=""ltr"">Houston Ellington</span>","<td>12:58PM <span class=""tz"">CST</span></td>","<td>02:55PM <span class=""tz"">CST</span></td>",1:57,N4173A,E HOSPITAL SERVICES INC                           
N4173A,08-Nov-2020,PA32,"<span dir=""ltr"">S Arkansas Regional</span>","<span dir=""ltr"">Sugar Land Rgnl</span>","<td>12:58PM <span class=""tz"">CST</span></td>",<td></td>,"<span title=""Changed Destination (see above)"">Diverted</span>",N4173A,E HOSPITAL SERVICES INC                           
N4173A,08-Nov-2020,P32R,"<span dir=""ltr"">Rantoul Natl Avn Cntr</span>","<span dir=""ltr"">S Arkansas Regional</span>","<td>07:55AM <span class=""tz"">CST</span></td>","<td>11:36AM <span class=""tz"">CST</span></td>",3:40,N4173A,E HOSPITAL SERVICES INC                           
N4173A,07-Nov-2020,PA32,"<span dir=""ltr"">Craig Fld</span>","<span dir=""ltr"">Rantoul Natl Avn Cntr</span>","<td>01:43PM <span class=""tz"">CST</span></td>","<td>04:32PM <span class=""tz"">CST</span></td>",2:49,N4173A,E HOSPITAL SERVICES INC                           
N4173A,06-Nov-2020,P32R,"<span dir=""ltr"">Daytona Beach Intl</span>","<span dir=""ltr"">Craig Fld</span>","<td>01:14PM <span class=""tz"">EST</span></td>","<td><span title=""result unknown""><i>02:39PM <span class=""tz"">CST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",2:24,N4173A,E HOSPITAL SERVICES INC                           
N4173A,05-Nov-2020,P32R,"<span dir=""ltr"">Evergreen Rgnl/Middleton Fld</span>","<span dir=""ltr"">Daytona Beach Intl</span>","<td>09:21AM <span class=""tz"">CST</span></td>","<td><span title=""result unknown""><i>01:02PM <span class=""tz"">EST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",2:41,N4173A,E HOSPITAL SERVICES INC                           
N4173A,04-Nov-2020,P32R,"<span dir=""ltr"">Craig Fld</span>","<span dir=""ltr"">Sheridan Muni</span>","<td>04:59PM <span class=""tz"">CST</span></td>","<td><span title=""result unknown""><i>05:51PM <span class=""tz"">CST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:52,N4173A,E HOSPITAL SERVICES INC                           
N4173A,04-Nov-2020,P32R,"<span dir=""ltr"">Sugar Land Rgnl</span>","<span dir=""ltr"">Sheridan Muni</span>","<td>12:30PM <span class=""tz"">CST</span></td>","<td><span title=""result unknown""><i>03:42PM <span class=""tz"">CST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",3:11,N4173A,E HOSPITAL SERVICES INC                           
N4173A,04-Nov-2020,P32R,"Near Little Rock, AR","Near Champaign/Urbana, IL","<em>First seen 08:37AM <span class=""tz"">CST</span></em>","<td><em>Last seen 10:49AM <span class=""tz"">CST</span></em></td>",<em>2:11</em>,N4173A,E HOSPITAL SERVICES INC                           
N4173A,04-Nov-2020,PA32,"<span dir=""ltr"">Sugar Land Rgnl</span>","<span dir=""ltr"">Sheridan Muni</span>","<td>05:49AM <span class=""tz"">CST</span></td>","<td>08:02AM <span class=""tz"">CST</span></td>",2:13,N4173A,E HOSPITAL SERVICES INC                           
N1273A,13-Feb-2021,PC12,"<span dir=""ltr"">Albuquerque Intl Sunport</span>","<span dir=""ltr"">Centennial</span>","<em>12:47AM <span class=""tz"">MST</span></em>","<td><em>02:06AM <span class=""tz"">MST</span></em></td>","<span title=""ABQ3 ABQ ALS"">Scheduled</span>",N1273A,GUARDIAN FLIGHT LLC                               
N1273A,12-Feb-2021,PC12,"<span dir=""ltr"">Centennial</span>","<span dir=""ltr"">Albuquerque Intl Sunport</span>","<td>09:51PM <span class=""tz"">MST</span></td>","<td>11:05PM <span class=""tz"">MST</span></td>",1:14,N1273A,GUARDIAN FLIGHT LLC                               
N1273A,11-Feb-2021,PC12,"<span dir=""ltr"">Fort Worth Meacham Intl</span>","<span dir=""ltr"">Centennial</span>","<td>03:11PM <span class=""tz"">CST</span></td>","<td>04:41PM <span class=""tz"">MST</span></td>",2:30,N1273A,GUARDIAN FLIGHT LLC                               
N1273A,11-Feb-2021,PC12,"<span dir=""ltr"">Centennial</span>","<span dir=""ltr"">Fort Worth Meacham Intl</span>","<td>09:49AM <span class=""tz"">MST</span></td>","<td>01:01PM <span class=""tz"">CST</span></td>",2:12,N1273A,GUARDIAN FLIGHT LLC                               
N1273A,10-Feb-2021,PC12,"<span dir=""ltr"">Durango-La Plata County</span>","<span dir=""ltr"">Centennial</span>","<td>01:31AM <span class=""tz"">MST</span></td>","<td>02:21AM <span class=""tz"">MST</span></td>",0:50,N1273A,GUARDIAN FLIGHT LLC                               
