tail_number,dates,aircraft,origin,destination,departure,arrival,duration,NAME
N644AT,30-Jan-21,C650,Lovell Fld,John Glenn Columbus Intl Airport,02:06PM EST,03:02PM EST,0:55,AIR AMBULANCE BY AIR TREK INC                     
N644AT,30-Jan-21,C650,Naples Muni,Lovell Fld,11:59AM EST,01:40PM EST,1:41,AIR AMBULANCE BY AIR TREK INC                     
N644AT,30-Jan-21,C650,Punta Gorda,Naples Muni,11:06AM EST,11:25AM EST,0:18,AIR AMBULANCE BY AIR TREK INC                     
N644AT,28-Jan-21,C650,"Near Punta Gorda, FL",Punta Gorda,04:07PM EST,04:38PM EST,0:30,AIR AMBULANCE BY AIR TREK INC                     
N644AT,28-Jan-21,C650,Punta Gorda,Punta Gorda,02:40PM EST,03:35PM EST,0:54,AIR AMBULANCE BY AIR TREK INC                     
N644AT,28-Jan-21,C650,Punta Gorda,Punta Gorda,10:37AM EST,12:46PM EST,2:08,AIR AMBULANCE BY AIR TREK INC                     
N644AT,27-Jan-21,C650,Opa-locka Executive,Punta Gorda,02:39PM EST,03:08PM EST,0:28,AIR AMBULANCE BY AIR TREK INC                     
N644AT,27-Jan-21,C650,Francis S Gabreski,Opa-locka Executive,11:02AM EST,01:52PM EST,2:49,AIR AMBULANCE BY AIR TREK INC                     
N644AT,26-Jan-21,C650,Opa-locka Executive,Francis S Gabreski,11:41AM EST,02:14PM EST,2:32,AIR AMBULANCE BY AIR TREK INC                     
N644AT,26-Jan-21,C650,Punta Gorda,Opa-locka Executive,10:00AM EST,10:29AM EST,0:29,AIR AMBULANCE BY AIR TREK INC                     
N644AT,21-Jan-21,C650,Witham Fld,Punta Gorda,04:18PM EST,04:43PM EST,0:25,AIR AMBULANCE BY AIR TREK INC                     
N644AT,21-Jan-21,C650,St Simons Island,Witham Fld,03:04PM EST,03:55PM EST,0:50,AIR AMBULANCE BY AIR TREK INC                     
N644AT,21-Jan-21,C650,Asheville Rgnl,St Simons Island,10:55AM EST,11:43AM EST,0:48,AIR AMBULANCE BY AIR TREK INC                     
N644AT,21-Jan-21,C650,Sarasota/Bradenton Intl,Asheville Rgnl,08:51AM EST,10:19AM EST,1:27,AIR AMBULANCE BY AIR TREK INC                     
N644AT,21-Jan-21,C650,Punta Gorda,Sarasota/Bradenton Intl,08:04AM EST,08:20AM EST,0:15,AIR AMBULANCE BY AIR TREK INC                     
N644AT,20-Jan-21,C650,Punta Gorda,Punta Gorda,02:25PM EST,03:31PM EST,1:06,AIR AMBULANCE BY AIR TREK INC                     
N644AT,11-Jan-21,C650,Palm Beach Intl,Punta Gorda,03:45PM EST,04:13PM EST,0:27,AIR AMBULANCE BY AIR TREK INC                     
N644AT,11-Jan-21,C650,Westchester County,Palm Beach Intl,11:39AM EST,02:49PM EST,3:10,AIR AMBULANCE BY AIR TREK INC                     
N644AT,10-Jan-21,C650,Chicago Exec,Westchester County,05:12PM CST,07:55PM EST,1:42,AIR AMBULANCE BY AIR TREK INC                     
N644AT,10-Jan-21,C650,Punta Gorda,Chicago Exec,02:47PM EST,04:28PM CST,2:40,AIR AMBULANCE BY AIR TREK INC                     
N644AT,8-Jan-21,C650,Punta Gorda,Punta Gorda,10:23AM EST,10:34AM EST,0:10,AIR AMBULANCE BY AIR TREK INC                     
N644AT,5-Jan-21,C650,Lovell Fld,Punta Gorda,08:33PM EST,10:04PM EST,1:30,AIR AMBULANCE BY AIR TREK INC                     
N644AT,5-Jan-21,C650,Lovell Fld,Tallahassee Intl,08:33PM EST,,,AIR AMBULANCE BY AIR TREK INC                     
N644AT,5-Jan-21,C650,Muhammad Ali Intl,Lovell Fld,07:07PM EST,07:52PM EST,0:45,AIR AMBULANCE BY AIR TREK INC                     
N644AT,5-Jan-21,C650,Page Fld,Muhammad Ali Intl,10:37AM EST,12:59PM EST,2:22,AIR AMBULANCE BY AIR TREK INC                     
N644AT,5-Jan-21,C650,Page Fld,Chicago Midway Intl,10:37AM EST,,,AIR AMBULANCE BY AIR TREK INC                     
N644AT,5-Jan-21,C650,Punta Gorda,Punta Gorda,08:23AM EST,08:44AM EST,0:20,AIR AMBULANCE BY AIR TREK INC                     
N644AT,4-Jan-21,C650,Page Fld,Punta Gorda,05:19PM EST,05:29PM EST,0:09,AIR AMBULANCE BY AIR TREK INC                     
N644AT,4-Jan-21,C650,Miami Intl,Page Fld,04:29PM EST,04:58PM EST,0:29,AIR AMBULANCE BY AIR TREK INC                     
N644AT,4-Jan-21,C650,Providenciales Int'l,Miami Intl,02:08PM EST,03:44PM EST,1:36,AIR AMBULANCE BY AIR TREK INC                     
N644AT,4-Jan-21,C650,Punta Gorda,Providenciales Int'l,11:00AM EST,12:46PM EST,1:46,AIR AMBULANCE BY AIR TREK INC                     
N644AT,3-Jan-21,C650,Lovell Fld,Punta Gorda,04:39PM EST,06:15PM EST,1:36,AIR AMBULANCE BY AIR TREK INC                     
N644AT,3-Jan-21,C650,Naples Muni,Lovell Fld,02:29PM EST,04:04PM EST,1:35,AIR AMBULANCE BY AIR TREK INC                     
N644AT,3-Jan-21,C650,Punta Gorda,Naples Muni,10:56AM EST,11:18AM EST,0:21,AIR AMBULANCE BY AIR TREK INC                     
N644AT,2-Jan-21,C650,Allegheny County,Punta Gorda,12:50PM EST,03:12PM EST,2:22,AIR AMBULANCE BY AIR TREK INC                     
N644AT,2-Jan-21,C650,Cuyahoga County,Allegheny County,11:55AM EST,12:23PM EST,0:27,AIR AMBULANCE BY AIR TREK INC                     
N644AT,2-Jan-21,C650,Clearwater Intl,Cuyahoga County,08:50AM EST,10:55AM EST,2:04,AIR AMBULANCE BY AIR TREK INC                     
N644AT,2-Jan-21,C650,Punta Gorda,Clearwater Intl,07:03AM EST,07:31AM EST,0:27,AIR AMBULANCE BY AIR TREK INC                     
N644AT,30-Dec-20,C650,Luis Munoz Marin Intl,Punta Gorda,05:47PM AST,07:39PM EST,2:52,AIR AMBULANCE BY AIR TREK INC                     
N644AT,30-Dec-20,C650,Avon Park Exec,Luis Munoz Marin Intl,11:30AM EST,03:33PM AST,3:03,AIR AMBULANCE BY AIR TREK INC                     
N644AT,30-Dec-20,C650,Punta Gorda,Avon Park Exec,10:32AM EST,10:44AM EST,0:11,AIR AMBULANCE BY AIR TREK INC                     
N644AT,29-Dec-20,C650,Monmouth Exec,Punta Gorda,12:20PM EST,02:54PM EST,2:34,AIR AMBULANCE BY AIR TREK INC                     
N644AT,29-Dec-20,C650,Porter County Rgnl,Monmouth Exec,08:13AM CST,10:37AM EST,1:23,AIR AMBULANCE BY AIR TREK INC                     
N644AT,28-Dec-20,C650,Page Fld,Porter County Rgnl,04:14PM EST,05:52PM CST,2:38,AIR AMBULANCE BY AIR TREK INC                     
N644AT,28-Dec-20,C650,Punta Gorda,Page Fld,02:59PM EST,03:14PM EST,0:15,AIR AMBULANCE BY AIR TREK INC                     
N644AT,27-Dec-20,C650,Fort Worth Alliance,Punta Gorda,03:20PM CST,06:25PM EST,2:04,AIR AMBULANCE BY AIR TREK INC                     
N644AT,27-Dec-20,C650,Punta Gorda,Fort Worth Alliance,12:54PM EST,02:44PM CST,2:50,AIR AMBULANCE BY AIR TREK INC                     
N644AT,19-Dec-20,C650,Fort Worth Alliance,Punta Gorda,04:21PM CST,07:22PM EST,2:01,AIR AMBULANCE BY AIR TREK INC                     
N644AT,19-Dec-20,C650,Page Fld,Fort Worth Alliance,01:44PM EST,03:37PM CST,2:52,AIR AMBULANCE BY AIR TREK INC                     
N644AT,19-Dec-20,C650,Porter County Rgnl,Page Fld,08:57AM CST,12:21PM EST,2:24,AIR AMBULANCE BY AIR TREK INC                     
N644AT,19-Dec-20,C650,Punta Gorda,Porter County Rgnl,06:57AM EST,08:17AM CST,2:20,AIR AMBULANCE BY AIR TREK INC                     
N644AT,18-Dec-20,C650,Allegheny County,Punta Gorda,01:07PM EST,03:12PM EST,2:05,AIR AMBULANCE BY AIR TREK INC                     
N644AT,17-Dec-20,C650,Punta Gorda,Allegheny County,11:06AM EST,01:06PM EST,1:59,AIR AMBULANCE BY AIR TREK INC                     
N644AT,5-Dec-20,C650,Venice Muni,Punta Gorda,06:00PM EST,06:09PM EST,0:09,AIR AMBULANCE BY AIR TREK INC                     
N644AT,5-Dec-20,C650,Dodge County,Venice Muni,01:50PM CST,05:25PM EST,2:34,AIR AMBULANCE BY AIR TREK INC                     
N644AT,5-Dec-20,C650,Punta Gorda,Dodge County,10:05AM EST,12:04PM CST,2:58,AIR AMBULANCE BY AIR TREK INC                     
N644AT,4-Dec-20,C650,Punta Gorda,Punta Gorda,04:05PM EST,04:17PM EST,0:12,AIR AMBULANCE BY AIR TREK INC                     
N644AT,3-Dec-20,C650,Punta Gorda,Punta Gorda,02:31PM EST,02:46PM EST,0:14,AIR AMBULANCE BY AIR TREK INC                     
N644AT,1-Dec-20,C650,Punta Gorda,Punta Gorda,05:04PM EST,05:14PM EST,0:09,AIR AMBULANCE BY AIR TREK INC                     
N644AT,1-Dec-20,C650,Naples Muni,Punta Gorda,01:39PM EST,01:55PM EST,0:16,AIR AMBULANCE BY AIR TREK INC                     
N644AT,1-Dec-20,C650,Leesburg Exec,Naples Muni,10:38AM EST,01:09PM EST,2:31,AIR AMBULANCE BY AIR TREK INC                     
N644AT,30-Nov-20,C650,Northeast Philadelphia,Leesburg Exec,01:15PM EST,02:01PM EST,0:45,AIR AMBULANCE BY AIR TREK INC                     
N644AT,30-Nov-20,C650,Sarasota/Bradenton Intl,Northeast Philadelphia,10:30AM EST,12:36PM EST,2:05,AIR AMBULANCE BY AIR TREK INC                     
N644AT,30-Nov-20,C650,Punta Gorda,Sarasota/Bradenton Intl,09:02AM EST,09:24AM EST,0:21,AIR AMBULANCE BY AIR TREK INC                     
N644AT,29-Nov-20,C650,Westchester County,Punta Gorda,04:54PM EST,07:37PM EST,2:42,AIR AMBULANCE BY AIR TREK INC                     
N644AT,29-Nov-20,C650,Sarasota/Bradenton Intl,Westchester County,01:36PM EST,04:11PM EST,2:34,AIR AMBULANCE BY AIR TREK INC                     
N644AT,29-Nov-20,C650,Punta Gorda,Sarasota/Bradenton Intl,12:34PM EST,12:51PM EST,0:16,AIR AMBULANCE BY AIR TREK INC                     
N644AT,27-Nov-20,C650,Albany Intl,Punta Gorda,01:35PM EST,04:27PM EST,2:52,AIR AMBULANCE BY AIR TREK INC                     
N644AT,27-Nov-20,C650,Clearwater Intl,Albany Intl,10:26AM EST,12:54PM EST,2:27,AIR AMBULANCE BY AIR TREK INC                     
N644AT,27-Nov-20,C650,Punta Gorda,Clearwater Intl,08:40AM EST,09:01AM EST,0:21,AIR AMBULANCE BY AIR TREK INC                     
N644AT,21-Nov-20,C650,Concord-Padgett Rgnl,Punta Gorda,12:56PM EST,02:27PM EST,1:31,AIR AMBULANCE BY AIR TREK INC                     
N644AT,21-Nov-20,C650,Punta Gorda,Concord-Padgett Rgnl,10:26AM EST,11:52AM EST,1:25,AIR AMBULANCE BY AIR TREK INC                     
N644AT,20-Nov-20,C650,Sarasota/Bradenton Intl,Punta Gorda,10:53AM EST,11:14AM EST,0:20,AIR AMBULANCE BY AIR TREK INC                     
N644AT,20-Nov-20,C650,Asheville Rgnl,Sarasota/Bradenton Intl,09:06AM EST,10:33AM EST,1:26,AIR AMBULANCE BY AIR TREK INC                     
N644AT,20-Nov-20,C650,Punta Gorda,Asheville Rgnl,07:08AM EST,08:37AM EST,1:29,AIR AMBULANCE BY AIR TREK INC                     
N644AT,17-Nov-20,C650,Ohio State University,Punta Gorda,12:01PM EST,01:59PM EST,1:58,AIR AMBULANCE BY AIR TREK INC                     
N644AT,17-Nov-20,C650,Atlanta Speedway,Ohio State University,10:00AM EST,11:20AM EST,1:20,AIR AMBULANCE BY AIR TREK INC                     
N644AT,17-Nov-20,C650,Punta Gorda,Atlanta Speedway,08:35AM EST,09:48AM EST,1:12,AIR AMBULANCE BY AIR TREK INC                     
N644AT,16-Nov-20,C650,Palm Beach Intl,Punta Gorda,04:25PM EST,04:58PM EST,0:33,AIR AMBULANCE BY AIR TREK INC                     
N644AT,16-Nov-20,C650,Westchester County,Palm Beach Intl,12:43PM EST,03:37PM EST,2:53,AIR AMBULANCE BY AIR TREK INC                     
N644AT,16-Nov-20,C650,Asheville Rgnl,Westchester County,10:29AM EST,11:59AM EST,1:29,AIR AMBULANCE BY AIR TREK INC                     
N644AT,16-Nov-20,C650,Sarasota/Bradenton Intl,Asheville Rgnl,08:34AM EST,09:56AM EST,1:22,AIR AMBULANCE BY AIR TREK INC                     
N644AT,16-Nov-20,C650,Punta Gorda,Sarasota/Bradenton Intl,07:58AM EST,08:13AM EST,0:15,AIR AMBULANCE BY AIR TREK INC                     
N644AT,4-Nov-20,C650,Greenville/Spartanburg Intl,Punta Gorda,01:59PM EST,03:18PM EST,1:19,AIR AMBULANCE BY AIR TREK INC                     
N644AT,4-Nov-20,C650,Boca Raton,Greenville/Spartanburg Intl,12:00PM EST,01:26PM EST,1:26,AIR AMBULANCE BY AIR TREK INC                     
N644AT,4-Nov-20,C650,Greenville/Spartanburg Intl,Boca Raton,06:31AM EST,07:57AM EST,1:26,AIR AMBULANCE BY AIR TREK INC                     
N644AT,3-Nov-20,C650,Punta Gorda,Greenville/Spartanburg Intl,12:07PM EST,01:29PM EST,1:21,AIR AMBULANCE BY AIR TREK INC                     
N644AT,2-Nov-20,C650,Southern Wisconsin Rgnl,Punta Gorda,01:28PM CST,04:46PM EST,2:17,AIR AMBULANCE BY AIR TREK INC                     
N644AT,2-Nov-20,C650,Chicago Exec,Southern Wisconsin Rgnl,10:51AM CST,11:13AM CST,0:21,AIR AMBULANCE BY AIR TREK INC                     
N644AT,1-Nov-20,C650,Punta Gorda,Chicago Exec,07:32PM EST,09:28PM CST,2:56,AIR AMBULANCE BY AIR TREK INC                     
N48TZ,26-Jan-21,,"Near Selma, AL",Bob Sikes,02:19PM CST,02:48PM CST,0:29,AIR FIRST LLC                                     
N155ER,19-Jan-21,LJ55,Tocumen Int'l,Miami Exec,07:01AM EST,09:43AM EST,2:41,AIR MEDICAL SERVICES LLC                          
N155ER,18-Jan-21,LJ55,,Tocumen Int'l,06:08PM GMT,05:10PM EST,4:01,AIR MEDICAL SERVICES LLC                          
N155ER,18-Jan-21,LJ55,Miami Exec,Cheddi Jagan Int'l,07:37AM EST,12:51PM -04,4:13,AIR MEDICAL SERVICES LLC                          
N155ER,8-Jan-21,LJ55,Bradley Intl,Miami Exec,12:49PM EST,03:51PM EST,3:01,AIR MEDICAL SERVICES LLC                          
N155ER,8-Jan-21,LJ55,Miami Exec,Bradley Intl,09:12AM EST,11:39AM EST,2:27,AIR MEDICAL SERVICES LLC                          
N155ER,27-Nov-20,,"Near Kamuela, HI","Near Kamuela, HI",12:00PM HST,12:01PM HST,0:01,AIR MEDICAL SERVICES LLC                          
N155ER,22-Nov-20,LJ55,Tallahassee Intl,Miami Exec,12:02PM EST,01:13PM EST,1:10,AIR MEDICAL SERVICES LLC                          
N155ER,20-Nov-20,LJ55,Miami Exec,Tallahassee Intl,12:58PM EST,02:02PM EST,1:04,AIR MEDICAL SERVICES LLC                          
N116SK,12-Feb-21,PC12,Centennial,Rapid City Rgnl,11:31PM MST,12:48AM MST,1:15,AIR METHODS CORP                                  
N116SK,12-Feb-21,PC12,Casper/Natrona County Intl,Centennial,08:37PM MST,09:38PM MST,1:01,AIR METHODS CORP                                  
N116SK,12-Feb-21,PC12,Billings Logan Intl,Casper/Natrona County Intl,05:29PM MST,06:36PM MST,1:06,AIR METHODS CORP                                  
N116SK,12-Feb-21,PC12,Billings Logan Intl,Rapid City Rgnl,05:29PM MST,,,AIR METHODS CORP                                  
N116SK,12-Feb-21,PC12,Rapid City Rgnl,Billings Logan Intl,02:12PM MST,03:31PM MST,1:18,AIR METHODS CORP                                  
N116SK,11-Feb-21,PC12,Rochester Intl,Rapid City Rgnl,09:48PM CST,11:40PM MST,2:51,AIR METHODS CORP                                  
N116SK,11-Feb-21,PC12,Rapid City Rgnl,Rochester Intl,05:20PM MST,07:48PM CST,1:27,AIR METHODS CORP                                  
N116SK,10-Feb-21,PC12,Pine Ridge,Rapid City Rgnl,06:56PM MST,07:22PM MST,0:26,AIR METHODS CORP                                  
N116SK,10-Feb-21,PC12,Rapid City Rgnl,Pine Ridge,05:43PM MST,06:02PM MST ,0:19,AIR METHODS CORP                                  
N116SK,7-Feb-21,PC12,Centennial,Rapid City Rgnl,10:59PM MST,12:17AM MST,1:18,AIR METHODS CORP                                  
N116SK,7-Feb-21,PC12,Martin Muni,Centennial,07:47PM MST,09:16PM MST,1:29,AIR METHODS CORP                                  
N116SK,7-Feb-21,PC12,Rapid City Rgnl,Martin Muni,06:20PM MST,06:56PM MST ,0:36,AIR METHODS CORP                                  
N116SK,6-Feb-21,PC12,N Platte Rgnl,Rapid City Rgnl,07:53PM CST,08:10PM MST,1:17,AIR METHODS CORP                                  
N116SK,6-Feb-21,PC12,Rapid City Rgnl,N Platte Rgnl,04:36PM MST,06:30PM CST,0:53,AIR METHODS CORP                                  
N116SK,5-Feb-21,PC12,Billings Logan Intl,Rapid City Rgnl,08:13PM MST,09:19PM MST,1:05,AIR METHODS CORP                                  
N116SK,5-Feb-21,PC12,Rapid City Rgnl,Billings Logan Intl,02:03PM MST,03:26PM MST,1:22,AIR METHODS CORP                                  
N116SK,3-Feb-21,PC12,Centennial,Rapid City Rgnl,08:58PM MST,10:08PM MST,1:10,AIR METHODS CORP                                  
N116SK,3-Feb-21,PC12,Rawlins Muni/Harvey Fld,Centennial,05:01PM MST,06:01PM MST,1:00,AIR METHODS CORP                                  
N116SK,3-Feb-21,PC12,Rapid City Rgnl,Rawlins Muni/Harvey Fld,02:08PM MST,03:24PM MST,1:15,AIR METHODS CORP                                  
N116SK,1-Feb-21,PC12,"Near Rosebud, SD",Rapid City Rgnl,07:45PM CST,07:19PM MST,0:33,AIR METHODS CORP                                  
N116SK,1-Feb-21,PC12,Rapid City Rgnl,Rosebud Sioux Tribal,05:31PM MST,07:00PM CST ,0:28,AIR METHODS CORP                                  
N116SK,31-Jan-21,PC12,Rapid City Rgnl,Rapid City Rgnl,12:16PM MST,12:39PM MST,0:22,AIR METHODS CORP                                  
N116SK,30-Jan-21,PC12,Black Hills,Rapid City Rgnl,11:09PM MST,11:23PM MST,0:14,AIR METHODS CORP                                  
N116SK,30-Jan-21,PC12,Black Hills,Joe Foss Fld,11:09PM MST,,,AIR METHODS CORP                                  
N116SK,30-Jan-21,PC12,Rapid City Rgnl,Black Hills,07:06PM MST,07:22PM MST,0:16,AIR METHODS CORP                                  
N116SK,29-Jan-21,PC12,Pine Ridge,Rapid City Rgnl,05:03PM MST,05:24PM MST,0:20,AIR METHODS CORP                                  
N116SK,29-Jan-21,PC12,Rapid City Rgnl,"Near Pine Ridge, SD",04:01PM MST,04:17PM MST,0:15,AIR METHODS CORP                                  
N116SK,26-Jan-21,PC12,Pine Ridge,Rapid City Rgnl,10:33AM MST,11:00AM MST,0:26,AIR METHODS CORP                                  
N116SK,26-Jan-21,PC12,Rapid City Rgnl,Pine Ridge,07:58AM MST,08:22AM MST ,0:23,AIR METHODS CORP                                  
N116SK,23-Jan-21,PC12,Centennial,Rapid City Rgnl,09:54PM MST,11:08PM MST,1:13,AIR METHODS CORP                                  
N116SK,23-Jan-21,PC12,Rapid City Rgnl,Centennial,07:42PM MST,09:12PM MST,1:29,AIR METHODS CORP                                  
N116SK,20-Jan-21,PC12,Rapid City Rgnl,Rapid City Rgnl,05:52PM MST,06:10PM MST,0:18,AIR METHODS CORP                                  
N116SK,15-Jan-21,PC12,"Near Pine Ridge, SD",Rapid City Rgnl,09:12PM MST,09:33PM MST,0:21,AIR METHODS CORP                                  
N116SK,15-Jan-21,PC12,Rapid City Rgnl,"Near Pine Ridge, SD",07:34PM MST,07:47PM MST,0:13,AIR METHODS CORP                                  
N116SK,13-Jan-21,PC12,Lusk Muni,Rapid City Rgnl,05:27PM MST,06:02PM MST,0:34,AIR METHODS CORP                                  
N116SK,13-Jan-21,PC12,Rapid City Rgnl,Lusk Muni,03:09PM MST,03:42PM MST ,0:33,AIR METHODS CORP                                  
N116SK,11-Jan-21,PC12,"Near Pine Ridge, SD",Rapid City Rgnl,08:31PM MST,08:50PM MST,0:18,AIR METHODS CORP                                  
N116SK,11-Jan-21,PC12,Joe Foss Fld,Pine Ridge,05:00PM CST,05:23PM MST ,1:22,AIR METHODS CORP                                  
N116SK,11-Jan-21,PC12,Joe Foss Fld,Rapid City Rgnl,05:00PM CST,,,AIR METHODS CORP                                  
N116SK,11-Jan-21,PC12,Rapid City Rgnl,Joe Foss Fld,01:12PM MST,03:15PM CST,1:02,AIR METHODS CORP                                  
N116SK,11-Jan-21,PC12,Joe Foss Fld,Rapid City Rgnl,09:19AM CST,09:37AM MST,1:17,AIR METHODS CORP                                  
N116SK,11-Jan-21,PC12,Rapid City Rgnl,Joe Foss Fld,05:35AM MST,07:43AM CST,1:08,AIR METHODS CORP                                  
N116SK,10-Jan-21,PC12,Joe Foss Fld,Rapid City Rgnl,09:03PM CST,09:17PM MST,1:13,AIR METHODS CORP                                  
N116SK,10-Jan-21,PC12,Martin Muni,Joe Foss Fld,05:42PM MST,07:38PM CST,0:56,AIR METHODS CORP                                  
N116SK,10-Jan-21,PC12,Rapid City Rgnl,Martin Muni,04:32PM MST,04:53PM MST ,0:21,AIR METHODS CORP                                  
N116SK,10-Jan-21,PC12,Centennial,Rapid City Rgnl,04:24AM MST,05:39AM MST,1:14,AIR METHODS CORP                                  
N116SK,10-Jan-21,PC12,Pine Ridge,Centennial,12:02AM MST,01:14AM MST,1:12,AIR METHODS CORP                                  
N116SK,9-Jan-21,PC12,Rapid City Rgnl,Pine Ridge,10:39PM MST,11:02PM MST,0:23,AIR METHODS CORP                                  
N116SK,9-Jan-21,PC12,Joe Foss Fld,Rapid City Rgnl,08:46PM CST,08:57PM MST,1:11,AIR METHODS CORP                                  
N116SK,9-Jan-21,PC12,Rapid City Rgnl,Joe Foss Fld,04:28PM MST,06:44PM CST,1:16,AIR METHODS CORP                                  
N116SK,8-Jan-21,PC12,Wheeler Downtown,Rapid City Rgnl,10:05PM CST,11:10PM MST,2:05,AIR METHODS CORP                                  
N116SK,8-Jan-21,PC12,Trego Wakeeney,Wheeler Downtown,07:23PM CST,08:25PM CST,1:02,AIR METHODS CORP                                  
N116SK,8-Jan-21,PC12,Rapid City Rgnl,Trego Wakeeney,04:02PM MST,06:34PM CST,1:31,AIR METHODS CORP                                  
N116SK,7-Jan-21,PC12,Rapid City Rgnl,Rapid City Rgnl,07:28PM MST,08:10PM MST,0:42,AIR METHODS CORP                                  
N116SK,7-Jan-21,PC12,Rapid City Rgnl,Martin Muni,07:28PM MST,,,AIR METHODS CORP                                  
N116SK,7-Jan-21,PC12,Greeley-Weld County,Rapid City Rgnl,02:35PM MST,03:34PM MST,0:58,AIR METHODS CORP                                  
N116SK,7-Jan-21,PC12,Miller Fld,Greeley-Weld County,12:28PM CST,12:31PM MST,1:02,AIR METHODS CORP                                  
N116SK,7-Jan-21,PC12,Rapid City Rgnl,Miller Fld,07:39AM MST,09:20AM CST ,0:40,AIR METHODS CORP                                  
N116SK,7-Jan-21,PC12,Joe Foss Fld,Rapid City Rgnl,04:17AM CST,04:30AM MST,1:12,AIR METHODS CORP                                  
N116SK,7-Jan-21,PC12,Pine Ridge,Joe Foss Fld,12:13AM MST,02:24AM CST,1:11,AIR METHODS CORP                                  
N116SK,6-Jan-21,PC12,Rapid City Rgnl,Pine Ridge,11:08PM MST,11:33PM MST ,0:24,AIR METHODS CORP                                  
N116SK,6-Jan-21,PC12,"Near Pine Ridge, SD",Rapid City Rgnl,05:25PM MST,05:43PM MST,0:17,AIR METHODS CORP                                  
N116SK,6-Jan-21,PC12,Rapid City Rgnl,"Near Pine Ridge, SD",03:59PM MST,04:13PM MST,0:13,AIR METHODS CORP                                  
N116SK,6-Jan-21,PC12,Joe Foss Fld,Rapid City Rgnl,09:05AM CST,09:16AM MST,1:10,AIR METHODS CORP                                  
N116SK,6-Jan-21,PC12,Philip,Joe Foss Fld,05:20AM MST,07:21AM CST,1:00,AIR METHODS CORP                                  
N116SK,6-Jan-21,PC12,Rapid City Rgnl,Philip,03:45AM MST,04:02AM MST ,0:17,AIR METHODS CORP                                  
N116SK,5-Jan-21,PC12,Rochester Intl,Rapid City Rgnl,07:46PM CST,08:46PM MST,2:00,AIR METHODS CORP                                  
N116SK,5-Jan-21,PC12,Black Hills,Rochester Intl,02:03PM MST,04:59PM CST,1:55,AIR METHODS CORP                                  
N116SK,5-Jan-21,PC12,Rapid City Rgnl,Black Hills,12:38PM MST,12:55PM MST,0:16,AIR METHODS CORP                                  
N116SK,5-Jan-21,PC12,Joe Foss Fld,Rapid City Rgnl,05:57AM CST,06:14AM MST,1:17,AIR METHODS CORP                                  
N116SK,5-Jan-21,PC12,Black Hills,Joe Foss Fld,02:08AM MST,04:19AM CST,1:10,AIR METHODS CORP                                  
N116SK,5-Jan-21,PC12,Joe Foss Fld,Black Hills,12:19AM CST,12:46AM MST,1:26,AIR METHODS CORP                                  
