,tail_number,ICAO_code_origin,ICAO_code_destination,Path,index,PathFreq
0,N7025P,KSMF,KRDD,KSMFKRDD,KSMFKRDD,1
1,N7025P,KRBL,KSMF,KRBLKSMF,KRBLKSMF,1
2,N269GJ,KARR,KFXE,KARRKFXE,KARRKFXE,1
3,N888CP,KPIA,KARR,KPIAKARR,KPIAKARR,1
4,N888CP,KMDW,KPIA,KMDWKPIA,KMDWKPIA,1
5,N888CP,KPIA,KMDW,KPIAKMDW,KPIAKMDW,1
6,N888CP,KARR,KPIA,KARRKPIA,KARRKPIA,1
7,N888CP,KPHX,KARR,KPHXKARR,KPHXKARR,1
8,N888CP,KARR,KPHX,KARRKPHX,KARRKPHX,1
9,N888CP,KLUK,KARR,KLUKKARR,KLUKKARR,1
10,N888CP,KMSP,KLUK,KMSPKLUK,KMSPKLUK,1
11,N888CP,KEAT,KMSP,KEATKMSP,KEATKMSP,1
12,N888CP,KAPA,KEAT,KAPAKEAT,KAPAKEAT,1
13,N888CP,KDAL,KAPA,KDALKAPA,KDALKAPA,1
14,N888CP,KARR,KDAL,KARRKDAL,KARRKDAL,2
15,N888CP,KGEU,KARR,KGEUKARR,KGEUKARR,1
16,N888CP,KTUL,KGEU,KTULKGEU,KTULKGEU,1
17,N888CP,KRIC,KTUL,KRICKTUL,KRICKTUL,1
18,N888CP,KARR,KRIC,KARRKRIC,KARRKRIC,1
19,N888CP,KPNE,KARR,KPNEKARR,KPNEKARR,1
20,N888CP,KGMU,KPNE,KGMUKPNE,KGMUKPNE,1
21,N888CP,KARR,KGMU,KARRKGMU,KARRKGMU,1
22,N888CP,KMDW,KARR,KMDWKARR,KMDWKARR,8
23,N888CP,KMKE,KMDW,KMKEKMDW,KMKEKMDW,1
24,N888CP,KMDW,KMKE,KMDWKMKE,KMDWKMKE,1
25,N888CP,KARR,KMDW,KARRKMDW,KARRKMDW,4
26,N888CP,KISP,KARR,KISPKARR,KISPKARR,1
27,N888CP,KARR,KISP,KARRKISP,KARRKISP,1
28,N888CP,KARR,KARR,KARRKARR,KARRKARR,1
29,N888CP,KCAK,KARR,KCAKKARR,KCAKKARR,1
30,N888CP,KLAS,KCAK,KLASKCAK,KLASKCAK,1
31,N888CP,KAPA,KLAS,KAPAKLAS,KAPAKLAS,1
32,N888CP,KARR,KAPA,KARRKAPA,KARRKAPA,1
33,N888CP,KARR,KCOS,KARRKCOS,KARRKCOS,1
34,N888CP,KTYS,KARR,KTYSKARR,KTYSKARR,1
35,N888CP,KMSL,KTYS,KMSLKTYS,KMSLKTYS,1
36,N888CP,KARR,KMSL,KARRKMSL,KARRKMSL,1
37,N888CP,KMDW,KARR,KMDWKARR,KMDWKARR,8
38,N888CP,KYIP,KMDW,KYIPKMDW,KYIPKMDW,2
39,N888CP,KARR,KYIP,KARRKYIP,KARRKYIP,2
40,N888CP,KMDW,KARR,KMDWKARR,KMDWKARR,8
41,N888CP,KDTW,KMDW,KDTWKMDW,KDTWKMDW,1
42,N888CP,KARR,KDTW,KARRKDTW,KARRKDTW,1
43,N888CP,KDAY,KARR,KDAYKARR,KDAYKARR,1
44,N888CP,KDAY,KDAY,KDAYKDAY,KDAYKDAY,1
45,N888CP,KARR,KDAY,KARRKDAY,KARRKDAY,1
46,N888CP,KMDW,KARR,KMDWKARR,KMDWKARR,8
47,N888CP,KRST,KMDW,KRSTKMDW,KRSTKMDW,1
48,N888CP,KARR,KRST,KARRKRST,KARRKRST,1
49,N888CP,KSTP,KMDW,KSTPKMDW,KSTPKMDW,1
50,N888CP,KARR,KSTP,KARRKSTP,KARRKSTP,1
51,N888CP,KMDW,KARR,KMDWKARR,KMDWKARR,8
52,N888CP,KIND,KMDW,KINDKMDW,KINDKMDW,2
53,N888CP,KMDW,KIND,KMDWKIND,KMDWKIND,2
54,N888CP,KARR,KMDW,KARRKMDW,KARRKMDW,4
55,N888CP,KBWI,KARR,KBWIKARR,KBWIKARR,1
56,N888CP,KROG,KBWI,KROGKBWI,KROGKBWI,1
57,N888CP,KARR,KROG,KARRKROG,KARRKROG,1
58,N888CP,KMDW,KARR,KMDWKARR,KMDWKARR,8
59,N888CP,KIND,KMDW,KINDKMDW,KINDKMDW,2
60,N888CP,KMDW,KIND,KMDWKIND,KMDWKIND,2
61,N888CP,KARR,KMDW,KARRKMDW,KARRKMDW,4
62,N888CP,KMDW,KARR,KMDWKARR,KMDWKARR,8
63,N888CP,KYIP,KMDW,KYIPKMDW,KYIPKMDW,2
64,N888CP,KARR,KYIP,KARRKYIP,KARRKYIP,2
65,N888CP,KSJC,KARR,KSJCKARR,KSJCKARR,1
66,N888CP,KCYS,KSJC,KCYSKSJC,KCYSKSJC,1
67,N888CP,KMKE,KCYS,KMKEKCYS,KMKEKCYS,1
68,N888CP,KARR,KMKE,KARRKMKE,KARRKMKE,2
69,N888CP,KPIE,KARR,KPIEKARR,KPIEKARR,1
70,N888CP,KSAT,KPIE,KSATKPIE,KSATKPIE,1
71,N888CP,KARR,KSAT,KARRKSAT,KARRKSAT,1
72,N888CP,KMSO,KARR,KMSOKARR,KMSOKARR,1
73,N888CP,KARR,KMSO,KARRKMSO,KARRKMSO,1
74,N888CP,KBGR,KARR,KBGRKARR,KBGRKARR,1
75,N888CP,KARR,KBGR,KARRKBGR,KARRKBGR,1
76,N888CP,KMDH,KARR,KMDHKARR,KMDHKARR,1
77,N888CP,KSDF,KMDH,KSDFKMDH,KSDFKMDH,1
78,N888CP,KARR,KSDF,KARRKSDF,KARRKSDF,1
79,N888CP,KDAL,KARR,KDALKARR,KDALKARR,1
80,N888CP,KBUR,KDAL,KBURKDAL,KBURKDAL,1
81,N888CP,KDAL,KBUR,KDALKBUR,KDALKBUR,1
82,N888CP,KARR,KDAL,KARRKDAL,KARRKDAL,2
83,N888CP,KPSK,KARR,KPSKKARR,KPSKKARR,1
84,N888CP,KMCO,KPSK,KMCOKPSK,KMCOKPSK,1
85,N888CP,KARR,KMCO,KARRKMCO,KARRKMCO,1
86,N888CP,KPDX,KARR,KPDXKARR,KPDXKARR,1
87,N888CP,KRDD,KPDX,KRDDKPDX,KRDDKPDX,1
88,N888CP,KBFF,KRDD,KBFFKRDD,KBFFKRDD,1
89,N888CP,KARR,KBFF,KARRKBFF,KARRKBFF,1
90,N888CP,KMDW,KARR,KMDWKARR,KMDWKARR,8
91,N888CP,KLBB,KMDW,KLBBKMDW,KLBBKMDW,1
92,N888CP,KMDW,KLBB,KMDWKLBB,KMDWKLBB,1
93,N888CP,KARR,KMDW,KARRKMDW,KARRKMDW,4
94,N888CP,KDWH,KARR,KDWHKARR,KDWHKARR,1
95,N888CP,KMKE,KDWH,KMKEKDWH,KMKEKDWH,1
96,N888CP,KARR,KMKE,KARRKMKE,KARRKMKE,2
97,N80YD,KSRQ,KTVI,KSRQKTVI,KSRQKTVI,1
98,N80YD,KTVI,KSRQ,KTVIKSRQ,KTVIKSRQ,1
99,N80YD,KCSG,KTVI,KCSGKTVI,KCSGKTVI,7
100,N80YD,KTVI,KCSG,KTVIKCSG,KTVIKCSG,9
101,N80YD,KMUL,KTVI,KMULKTVI,KMULKTVI,4
102,N80YD,KCSG,KMUL,KCSGKMUL,KCSGKMUL,3
103,N80YD,KTVI,KCSG,KTVIKCSG,KTVIKCSG,9
104,N80YD,KMUL,KTVI,KMULKTVI,KMULKTVI,4
105,N80YD,KOCF,KMUL,KOCFKMUL,KOCFKMUL,1
106,N80YD,KCRG,KOCF,KCRGKOCF,KCRGKOCF,1
107,N80YD,KMUL,KCRG,KMULKCRG,KMULKCRG,1
108,N80YD,KTVI,KMUL,KTVIKMUL,KTVIKMUL,2
109,N80YD,KTVI,KTVI,KTVIKTVI,KTVIKTVI,5
110,N80YD,KCHO,KTVI,KCHOKTVI,KCHOKTVI,1
111,N80YD,KMGR,KCHO,KMGRKCHO,KMGRKCHO,1
112,N80YD,KTVI,KMGR,KTVIKMGR,KTVIKMGR,2
113,N80YD,KCRG,KTVI,KCRGKTVI,KCRGKTVI,1
114,N80YD,KTVI,KCRG,KTVIKCRG,KTVIKCRG,1
115,N80YD,KTVI,KTVI,KTVIKTVI,KTVIKTVI,5
116,N80YD,KCSG,KTVI,KCSGKTVI,KCSGKTVI,7
117,N80YD,KTVI,KCSG,KTVIKCSG,KTVIKCSG,9
118,N80YD,KCSG,KMUL,KCSGKMUL,KCSGKMUL,3
119,N80YD,KMGR,KCSG,KMGRKCSG,KMGRKCSG,1
120,N80YD,KTVI,KMUL,KTVIKMUL,KTVIKMUL,2
121,N80YD,KTVI,KTVI,KTVIKTVI,KTVIKTVI,5
122,N80YD,KCSG,KTVI,KCSGKTVI,KCSGKTVI,7
123,N80YD,KTVI,KCSG,KTVIKCSG,KTVIKCSG,9
124,N80YD,KMUL,KTVI,KMULKTVI,KMULKTVI,4
125,N80YD,KCHO,KMUL,KCHOKMUL,KCHOKMUL,1
126,N80YD,KMUL,KCHO,KMULKCHO,KMULKCHO,1
127,N80YD,KMUL,KTVI,KMULKTVI,KMULKTVI,4
128,N80YD,KCSG,KMUL,KCSGKMUL,KCSGKMUL,3
129,N80YD,KTVI,KCSG,KTVIKCSG,KTVIKCSG,9
130,N80YD,KOCF,KTVI,KOCFKTVI,KOCFKTVI,1
131,N80YD,KTVI,KOCF,KTVIKOCF,KTVIKOCF,1
132,N80YD,KCSG,KTVI,KCSGKTVI,KCSGKTVI,7
133,N80YD,KTVI,KCSG,KTVIKCSG,KTVIKCSG,9
134,N80YD,KTVI,KTVI,KTVIKTVI,KTVIKTVI,5
135,N80YD,KCSG,KTVI,KCSGKTVI,KCSGKTVI,7
136,N80YD,KTVI,KCSG,KTVIKCSG,KTVIKCSG,9
137,N80YD,KCSG,KTVI,KCSGKTVI,KCSGKTVI,7
138,N80YD,KTVI,KCSG,KTVIKCSG,KTVIKCSG,9
139,N80YD,KCSG,KTVI,KCSGKTVI,KCSGKTVI,7
140,N80YD,KTVI,KCSG,KTVIKCSG,KTVIKCSG,9
141,N80YD,KMGR,KTVI,KMGRKTVI,KMGRKTVI,1
142,N80YD,KTVI,KMGR,KTVIKMGR,KTVIKMGR,2
143,N80YD,KTVI,KTVI,KTVIKTVI,KTVIKTVI,5
144,N80YD,KCLW,KTVI,KCLWKTVI,KCLWKTVI,1
145,N644AT,KRST,KPGD,KRSTKPGD,KRSTKPGD,1
146,N644AT,KFMY,KRST,KFMYKRST,KFMYKRST,1
147,N644AT,KPGD,KFMY,KPGDKFMY,KPGDKFMY,2
148,N644AT,KFMY,KPGD,KFMYKPGD,KFMYKPGD,3
149,N644AT,KCGF,KFMY,KCGFKFMY,KCGFKFMY,1
150,N644AT,KPGD,KCGF,KPGDKCGF,KPGDKCGF,1
151,N644AT,KAPF,KPGD,KAPFKPGD,KAPFKPGD,3
152,N644AT,P33,KAPF,P33KAPF,P33KAPF,1
153,N644AT,KCWF,P33,KCWFP33,KCWFP33,1
154,N644AT,KAPF,KCWF,KAPFKCWF,KAPFKCWF,1
155,N644AT,KPGD,KAPF,KPGDKAPF,KPGDKAPF,3
156,N644AT,KPBI,KPGD,KPBIKPGD,KPBIKPGD,2
157,N644AT,KPHL,KPBI,KPHLKPBI,KPHLKPBI,1
158,N644AT,KAGC,KPHL,KAGCKPHL,KAGCKPHL,1
159,N644AT,KPBI,KAGC,KPBIKAGC,KPBIKAGC,1
160,N644AT,KPGD,KPBI,KPGDKPBI,KPGDKPBI,1
161,N644AT,KAPF,KPGD,KAPFKPGD,KAPFKPGD,3
162,N644AT,KCHA,KAPF,KCHAKAPF,KCHAKAPF,1
163,N644AT,KPGD,KCHA,KPGDKCHA,KPGDKCHA,1
164,N644AT,KFMY,KPGD,KFMYKPGD,KFMYKPGD,3
165,N644AT,KMDT,KFMY,KMDTKFMY,KMDTKFMY,1
166,N644AT,KPGD,KMDT,KPGDKMDT,KPGDKMDT,1
167,N644AT,KSRQ,KPGD,KSRQKPGD,KSRQKPGD,1
168,N644AT,KCMH,KSRQ,KCMHKSRQ,KCMHKSRQ,1
169,N644AT,KCHA,KCMH,KCHAKCMH,KCHAKCMH,1
170,N644AT,KAPF,KCHA,KAPFKCHA,KAPFKCHA,2
171,N644AT,KPGD,KAPF,KPGDKAPF,KPGDKAPF,3
172,N644AT,KPGD,KPGD,KPGDKPGD,KPGDKPGD,9
173,N644AT,KPGD,KPGD,KPGDKPGD,KPGDKPGD,9
174,N644AT,KPGD,KPGD,KPGDKPGD,KPGDKPGD,9
175,N644AT,KOPF,KPGD,KOPFKPGD,KOPFKPGD,1
176,N644AT,KFOK,KOPF,KFOKKOPF,KFOKKOPF,1
177,N644AT,KOPF,KFOK,KOPFKFOK,KOPFKFOK,1
178,N644AT,KPGD,KOPF,KPGDKOPF,KPGDKOPF,1
179,N644AT,KSUA,KPGD,KSUAKPGD,KSUAKPGD,1
180,N644AT,KSSI,KSUA,KSSIKSUA,KSSIKSUA,1
181,N644AT,KAVL,KSSI,KAVLKSSI,KAVLKSSI,1
182,N644AT,KSRQ,KAVL,KSRQKAVL,KSRQKAVL,1
183,N644AT,KPGD,KSRQ,KPGDKSRQ,KPGDKSRQ,2
184,N644AT,KPGD,KPGD,KPGDKPGD,KPGDKPGD,9
185,N644AT,KPBI,KPGD,KPBIKPGD,KPBIKPGD,2
186,N644AT,KHPN,KPBI,KHPNKPBI,KHPNKPBI,1
187,N644AT,KPWK,KHPN,KPWKKHPN,KPWKKHPN,1
188,N644AT,KPGD,KPWK,KPGDKPWK,KPGDKPWK,1
189,N644AT,KPGD,KPGD,KPGDKPGD,KPGDKPGD,9
190,N644AT,KCHA,KPGD,KCHAKPGD,KCHAKPGD,2
191,N644AT,KCHA,KTLH,KCHAKTLH,KCHAKTLH,1
192,N644AT,KSDF,KCHA,KSDFKCHA,KSDFKCHA,1
193,N644AT,KFMY,KSDF,KFMYKSDF,KFMYKSDF,1
194,N644AT,KFMY,KMDW,KFMYKMDW,KFMYKMDW,1
195,N644AT,KPGD,KPGD,KPGDKPGD,KPGDKPGD,9
196,N644AT,KFMY,KPGD,KFMYKPGD,KFMYKPGD,3
197,N644AT,KMIA,KFMY,KMIAKFMY,KMIAKFMY,1
198,N644AT,PLS / MBPV,KMIA,PLS / MBPVKMIA,PLS / MBPVKMIA,1
199,N644AT,KPGD,PLS / MBPV,KPGDPLS / MBPV,KPGDPLS / MBPV,1
200,N644AT,KCHA,KPGD,KCHAKPGD,KCHAKPGD,2
201,N644AT,KAPF,KCHA,KAPFKCHA,KAPFKCHA,2
202,N644AT,KPGD,KAPF,KPGDKAPF,KPGDKAPF,3
203,N644AT,KAGC,KPGD,KAGCKPGD,KAGCKPGD,2
204,N644AT,KCGF,KAGC,KCGFKAGC,KCGFKAGC,1
205,N644AT,KPIE,KCGF,KPIEKCGF,KPIEKCGF,1
206,N644AT,KPGD,KPIE,KPGDKPIE,KPGDKPIE,1
207,N644AT,SJU / TJSJ,KPGD,SJU / TJSJKPGD,SJU / TJSJKPGD,1
208,N644AT,KAVO,SJU / TJSJ,KAVOSJU / TJSJ,KAVOSJU / TJSJ,1
209,N644AT,KPGD,KAVO,KPGDKAVO,KPGDKAVO,1
210,N644AT,KBLM,KPGD,KBLMKPGD,KBLMKPGD,1
211,N644AT,KVPZ,KBLM,KVPZKBLM,KVPZKBLM,1
212,N644AT,KFMY,KVPZ,KFMYKVPZ,KFMYKVPZ,1
213,N644AT,KPGD,KFMY,KPGDKFMY,KPGDKFMY,2
214,N644AT,KAFW,KPGD,KAFWKPGD,KAFWKPGD,2
215,N644AT,KPGD,KAFW,KPGDKAFW,KPGDKAFW,1
216,N644AT,KAFW,KPGD,KAFWKPGD,KAFWKPGD,2
217,N644AT,KFMY,KAFW,KFMYKAFW,KFMYKAFW,1
218,N644AT,KVPZ,KFMY,KVPZKFMY,KVPZKFMY,1
219,N644AT,KPGD,KVPZ,KPGDKVPZ,KPGDKVPZ,1
220,N644AT,KAGC,KPGD,KAGCKPGD,KAGCKPGD,2
221,N644AT,KPGD,KAGC,KPGDKAGC,KPGDKAGC,1
222,N644AT,KVNC,KPGD,KVNCKPGD,KVNCKPGD,1
223,N644AT,KUNU,KVNC,KUNUKVNC,KUNUKVNC,1
224,N644AT,KPGD,KUNU,KPGDKUNU,KPGDKUNU,1
225,N644AT,KPGD,KPGD,KPGDKPGD,KPGDKPGD,9
226,N644AT,KPGD,KPGD,KPGDKPGD,KPGDKPGD,9
227,N644AT,KPGD,KPGD,KPGDKPGD,KPGDKPGD,9
228,N644AT,KAPF,KPGD,KAPFKPGD,KAPFKPGD,3
229,N644AT,KJYO,KAPF,KJYOKAPF,KJYOKAPF,1
230,N644AT,KPNE,KJYO,KPNEKJYO,KPNEKJYO,1
231,N644AT,KSRQ,KPNE,KSRQKPNE,KSRQKPNE,1
232,N644AT,KPGD,KSRQ,KPGDKSRQ,KPGDKSRQ,2
233,N48TZ,KMVC,KCEW,KMVCKCEW,KMVCKCEW,1
234,N155ER,PTY / MPTO,KTMB,PTY / MPTOKTMB,PTY / MPTOKTMB,1
235,N155ER,SYTM,PTY / MPTO,SYTMPTY / MPTO,SYTMPTY / MPTO,1
236,N155ER,KTMB,GEO / SYCJ,KTMBGEO / SYCJ,KTMBGEO / SYCJ,1
237,N155ER,KBDL,KTMB,KBDLKTMB,KBDLKTMB,1
238,N155ER,KTMB,KBDL,KTMBKBDL,KTMBKBDL,1
239,N116SK,KRST,KRAP,KRSTKRAP,KRSTKRAP,6
240,N116SK,KRAP,KRST,KRAPKRST,KRAPKRST,5
241,N116SK,84D,KRAP,84DKRAP,84DKRAP,3
242,N116SK,KRAP,84D,KRAP84D,KRAP84D,4
243,N116SK,KAPA,KRAP,KAPAKRAP,KAPAKRAP,25
244,N116SK,KRAP,KAPA,KRAPKAPA,KRAPKAPA,12
245,N116SK,KCYS,KRAP,KCYSKRAP,KCYSKRAP,3
246,N116SK,KDGW,KCYS,KDGWKCYS,KDGWKCYS,2
247,N116SK,KRAP,KDGW,KRAPKDGW,KRAPKDGW,1
248,N116SK,KFSD,KRAP,KFSDKRAP,KFSDKRAP,60
249,N116SK,KIEN,KFSD,KIENKFSD,KIENKFSD,30
250,N116SK,KRAP,KIEN,KRAPKIEN,KRAPKIEN,37
251,N116SK,KRAP,KRAP,KRAPKRAP,KRAPKRAP,18
252,N116SK,KAPA,KRAP,KAPAKRAP,KAPAKRAP,25
253,N116SK,KCDR,KAPA,KCDRKAPA,KCDRKAPA,2
254,N116SK,KFSD,KCDR,KFSDKCDR,KFSDKCDR,1
255,N116SK,KFSD,KRAP,KFSDKRAP,KFSDKRAP,60
256,N116SK,9V6,KFSD,9V6KFSD,9V6KFSD,7
257,N116SK,KRAP,9V6,KRAP9V6,KRAP9V6,17
258,N116SK,9V6,KRAP,9V6KRAP,9V6KRAP,12
259,N116SK,KRAP,9V6,KRAP9V6,KRAP9V6,17
260,N116SK,KMLE,KRAP,KMLEKRAP,KMLEKRAP,8
261,N116SK,KEAR,KMLE,KEARKMLE,KEARKMLE,8
262,N116SK,KRAP,KEAR,KRAPKEAR,KRAPKEAR,1
263,N116SK,KAPA,KRAP,KAPAKRAP,KAPAKRAP,25
264,N116SK,KCPR,KAPA,KCPRKAPA,KCPRKAPA,44
265,N116SK,KBIL,KCPR,KBILKCPR,KBILKCPR,5
266,N116SK,KBIL,KRAP,KBILKRAP,KBILKRAP,2
267,N116SK,KRAP,KBIL,KRAPKBIL,KRAPKBIL,3
268,N116SK,KRST,KRAP,KRSTKRAP,KRSTKRAP,6
269,N116SK,KRAP,KRST,KRAPKRST,KRAPKRST,5
270,N116SK,KIEN,KRAP,KIENKRAP,KIENKRAP,24
271,N116SK,KRAP,KIEN,KRAPKIEN,KRAPKIEN,37
272,N116SK,KAPA,KRAP,KAPAKRAP,KAPAKRAP,25
273,N116SK,9V6,KAPA,9V6KAPA,9V6KAPA,1
274,N116SK,KRAP,9V6,KRAP9V6,KRAP9V6,17
275,N116SK,KLBF,KRAP,KLBFKRAP,KLBFKRAP,3
276,N116SK,KRAP,KLBF,KRAPKLBF,KRAPKLBF,6
277,N116SK,KBIL,KRAP,KBILKRAP,KBILKRAP,2
278,N116SK,KRAP,KBIL,KRAPKBIL,KRAPKBIL,3
279,N116SK,KAPA,KRAP,KAPAKRAP,KAPAKRAP,25
280,N116SK,KRWL,KAPA,KRWLKAPA,KRWLKAPA,3
281,N116SK,KRAP,KRWL,KRAPKRWL,KRAPKRWL,1
282,N116SK,KPIR,KRAP,KPIRKRAP,KPIRKRAP,3
283,N116SK,KRAP,KSUO,KRAPKSUO,KRAPKSUO,12
284,N116SK,KRAP,KRAP,KRAPKRAP,KRAPKRAP,18
285,N116SK,KSPF,KRAP,KSPFKRAP,KSPFKRAP,2
286,N116SK,KSPF,KFSD,KSPFKFSD,KSPFKFSD,8
287,N116SK,KRAP,KSPF,KRAPKSPF,KRAPKSPF,8
288,N116SK,KIEN,KRAP,KIENKRAP,KIENKRAP,24
289,N116SK,KRAP,YPDO,KRAPYPDO,KRAPYPDO,14
290,N116SK,KIEN,KRAP,KIENKRAP,KIENKRAP,24
291,N116SK,KRAP,KIEN,KRAPKIEN,KRAPKIEN,37
292,N116SK,KAPA,KRAP,KAPAKRAP,KAPAKRAP,25
293,N116SK,KRAP,KAPA,KRAPKAPA,KRAPKAPA,12
294,N116SK,KRAP,KRAP,KRAPKRAP,KRAPKRAP,18
295,N116SK,YPDO,KRAP,YPDOKRAP,YPDOKRAP,5
296,N116SK,KRAP,YPDO,KRAPYPDO,KRAPYPDO,14
297,N116SK,KLSK,KRAP,KLSKKRAP,KLSKKRAP,1
298,N116SK,KRAP,KLSK,KRAPKLSK,KRAPKLSK,2
299,N116SK,YPDO,KRAP,YPDOKRAP,YPDOKRAP,5
300,N116SK,KFSD,KIEN,KFSDKIEN,KFSDKIEN,3
301,N116SK,KFSD,KRAP,KFSDKRAP,KFSDKRAP,60
302,N116SK,KRAP,KFSD,KRAPKFSD,KRAPKFSD,24
303,N116SK,KFSD,KRAP,KFSDKRAP,KFSDKRAP,60
304,N116SK,KRAP,KFSD,KRAPKFSD,KRAPKFSD,24
305,N116SK,KFSD,KRAP,KFSDKRAP,KFSDKRAP,60
306,N116SK,9V6,KFSD,9V6KFSD,9V6KFSD,7
307,N116SK,KRAP,9V6,KRAP9V6,KRAP9V6,17
308,N116SK,KAPA,KRAP,KAPAKRAP,KAPAKRAP,25
309,N116SK,KIEN,KAPA,KIENKAPA,KIENKAPA,3
310,N116SK,KRAP,KIEN,KRAPKIEN,KRAPKIEN,37
311,N116SK,KFSD,KRAP,KFSDKRAP,KFSDKRAP,60
312,N116SK,KRAP,KFSD,KRAPKFSD,KRAPKFSD,24
313,N116SK,KMKC,KRAP,KMKCKRAP,KMKCKRAP,1
314,N116SK,0H1,KMKC,0H1KMKC,0H1KMKC,2
315,N116SK,KRAP,0H1,KRAP0H1,KRAP0H1,1
316,N116SK,KRAP,KRAP,KRAPKRAP,KRAPKRAP,18
317,N116SK,KRAP,9V6,KRAP9V6,KRAP9V6,17
318,N116SK,KGXY,KRAP,KGXYKRAP,KGXYKRAP,1
319,N116SK,KVTN,KGXY,KVTNKGXY,KVTNKGXY,1
320,N116SK,KRAP,KVTN,KRAPKVTN,KRAPKVTN,2
321,N116SK,KFSD,KRAP,KFSDKRAP,KFSDKRAP,60
322,N116SK,KIEN,KFSD,KIENKFSD,KIENKFSD,30
323,N116SK,KRAP,KIEN,KRAPKIEN,KRAPKIEN,37
324,N116SK,YPDO,KRAP,YPDOKRAP,YPDOKRAP,5
325,N116SK,KRAP,YPDO,KRAPYPDO,KRAPYPDO,14
326,N116SK,KFSD,KRAP,KFSDKRAP,KFSDKRAP,60
327,N116SK,KPHP,KFSD,KPHPKFSD,KPHPKFSD,1
328,N116SK,KRAP,KPHP,KRAPKPHP,KRAPKPHP,1
329,N116SK,KRST,KRAP,KRSTKRAP,KRSTKRAP,6
330,N116SK,KSPF,KRST,KSPFKRST,KSPFKRST,2
331,N116SK,KRAP,KSPF,KRAPKSPF,KRAPKSPF,8
332,N116SK,KFSD,KRAP,KFSDKRAP,KFSDKRAP,60
333,N116SK,KSPF,KFSD,KSPFKFSD,KSPFKFSD,8
334,N116SK,KFSD,KSPF,KFSDKSPF,KFSDKSPF,1
335,N116SK,KFSD,KRAP,KFSDKRAP,KFSDKRAP,60
336,N116SK,9V6,KFSD,9V6KFSD,9V6KFSD,7
337,N116SK,KRAP,9V6,KRAP9V6,KRAP9V6,17
338,N116SK,KFSD,KRAP,KFSDKRAP,KFSDKRAP,60
339,N116SK,KIEN,KFSD,KIENKFSD,KIENKFSD,30
340,N116SK,KRAP,YPDO,KRAPYPDO,KRAPYPDO,14
341,N116SK,KRAP,KRAP,KRAPKRAP,KRAPKRAP,18
342,N116SK,KRAP,YPDO,KRAPYPDO,KRAPYPDO,14
343,N116SK,KGJT,KRAP,KGJTKRAP,KGJTKRAP,2
344,N116SK,KSLC,KGJT,KSLCKGJT,KSLCKGJT,5
345,N116SK,KCNY,KSLC,KCNYKSLC,KCNYKSLC,2
346,N116SK,KGJT,KCNY,KGJTKCNY,KGJTKCNY,3
347,N116SK,KAPA,KGJT,KAPAKGJT,KAPAKGJT,84
348,N116SK,KGJT,KAPA,KGJTKAPA,KGJTKAPA,45
349,N116SK,KAPA,KGJT,KAPAKGJT,KAPAKGJT,84
350,N116SK,KMTJ,KAPA,KMTJKAPA,KMTJKAPA,14
351,N116SK,KGJT,KMTJ,KGJTKMTJ,KGJTKMTJ,16
352,N116SK,KAPA,KGJT,KAPAKGJT,KAPAKGJT,84
353,N116SK,KASE,KAPA,KASEKAPA,KASEKAPA,12
354,N116SK,KGJT,KASE,KGJTKASE,KGJTKASE,12
355,N116SK,KAPA,KGJT,KAPAKGJT,KAPAKGJT,84
356,N116SK,KASE,KAPA,KASEKAPA,KASEKAPA,12
357,N116SK,KGJT,KASE,KGJTKASE,KGJTKASE,12
358,N116SK,KEGE,KGJT,KEGEKGJT,KEGEKGJT,1
359,N116SK,KAPA,KGJT,KAPAKGJT,KAPAKGJT,84
360,N116SK,KAJZ,KAPA,KAJZKAPA,KAJZKAPA,4
361,N116SK,KGJT,KAJZ,KGJTKAJZ,KGJTKAJZ,5
362,N116SK,KSLC,KGJT,KSLCKGJT,KSLCKGJT,5
363,N116SK,KGJT,KSLC,KGJTKSLC,KGJTKSLC,2
364,N116SK,KAPA,KGJT,KAPAKGJT,KAPAKGJT,84
365,N116SK,KGJT,KAPA,KGJTKAPA,KGJTKAPA,45
366,N116SK,KAPA,KGJT,KAPAKGJT,KAPAKGJT,84
367,N116SK,KMTJ,KAPA,KMTJKAPA,KMTJKAPA,14
368,N116SK,KGJT,KMTJ,KGJTKMTJ,KGJTKMTJ,16
369,N116SK,KAPA,KGJT,KAPAKGJT,KAPAKGJT,84
370,N116SK,KGJT,KAPA,KGJTKAPA,KGJTKAPA,45
371,N116SK,KCOS,KGJT,KCOSKGJT,KCOSKGJT,5
372,N116SK,KGUC,KCOS,KGUCKCOS,KGUCKCOS,2
373,N116SK,KGJT,KGUC,KGJTKGUC,KGJTKGUC,6
374,N116SK,KGJT,KGUC,KGJTKGUC,KGJTKGUC,6
375,N116SK,KMTJ,KGJT,KMTJKGJT,KMTJKGJT,3
376,N116SK,KGJT,KMTJ,KGJTKMTJ,KGJTKMTJ,16
377,N116SK,KAPA,KGJT,KAPAKGJT,KAPAKGJT,84
378,N116SK,KMTJ,KAPA,KMTJKAPA,KMTJKAPA,14
379,N116SK,KGJT,KMTJ,KGJTKMTJ,KGJTKMTJ,16
380,N116SK,KGEU,KGJT,KGEUKGJT,KGEUKGJT,1
381,N116SK,KGJT,KGEU,KGJTKGEU,KGJTKGEU,1
382,N116SK,KCNY,KGJT,KCNYKGJT,KCNYKGJT,1
