,tail_number,ICAO_code_origin,ICAO_code_destination,Path,index,PathFreq
1716,N658PC,KPOF,KCPS,KPOFKCPS,KPOFKCPS,1
1717,N658PC,KCPS,KPOF,KCPSKPOF,KCPSKPOF,1
1718,N658PC,KCPS,KCPS,KCPSKCPS,KCPSKCPS,6
1719,N658PC,KCPS,KMVN,KCPSKMVN,KCPSKMVN,1
1720,N658PC,KCPS,KCPS,KCPSKCPS,KCPSKCPS,6
1721,N658PC,KCPS,KSAR,KCPSKSAR,KCPSKSAR,1
1722,N658PC,KSGF,KCPS,KSGFKCPS,KSGFKCPS,13
1723,N658PC,KCPS,KSGF,KCPSKSGF,KCPSKSGF,12
1724,N658PC,KCPS,KCPS,KCPSKCPS,KCPSKCPS,6
1725,N658PC,KCPS,KCPS,KCPSKCPS,KCPSKCPS,6
1726,N658PC,KCPS,KCPS,KCPSKCPS,KCPSKCPS,6
1727,N658PC,KCPS,KFAM,KCPSKFAM,KCPSKFAM,1
1728,N658PC,KUIN,KCPS,KUINKCPS,KUINKCPS,1
1729,N658PC,KCPS,KUIN,KCPSKUIN,KCPSKUIN,1
1730,N658PC,KSGF,KCPS,KSGFKCPS,KSGFKCPS,13
1731,N658PC,KCPS,KSGF,KCPSKSGF,KCPSKSGF,12
1732,N658PC,KCPS,KCPS,KCPSKCPS,KCPSKCPS,6
1733,N658PC,KBMI,KCPS,KBMIKCPS,KBMIKCPS,1
1734,N658PC,KCPS,KBMI,KCPSKBMI,KCPSKBMI,1
1735,N658PC,KSGF,KCPS,KSGFKCPS,KSGFKCPS,13
1736,N658PC,KCPS,KSGF,KCPSKSGF,KCPSKSGF,12
1737,N671PC,KCNM,KELP,KCNMKELP,KCNMKELP,26
1738,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1739,N671PC,KCNM,KELP,KCNMKELP,KCNMKELP,26
1740,N671PC,KSAT,KCNM,KSATKCNM,KSATKCNM,2
1741,N671PC,KDRT,KSAT,KDRTKSAT,KDRTKSAT,7
1742,N671PC,KCNM,KDRT,KCNMKDRT,KCNMKDRT,1
1743,N671PC,KCNM,KCNM,KCNMKCNM,KCNMKCNM,11
1744,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1745,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1746,N671PC,KCNM,KCNM,KCNMKCNM,KCNMKCNM,11
1747,N671PC,KFTW,KCNM,KFTWKCNM,KFTWKCNM,2
1748,N671PC,KODO,KFTW,KODOKFTW,KODOKFTW,1
1749,N671PC,KCNM,KODO,KCNMKODO,KCNMKODO,3
1750,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1751,N671PC,KLRU,KABQ,KLRUKABQ,KLRUKABQ,10
1752,N671PC,KCNM,KLRU,KCNMKLRU,KCNMKLRU,20
1753,N671PC,KDAL,KCNM,KDALKCNM,KDALKCNM,2
1754,N671PC,KCNM,KDAL,KCNMKDAL,KCNMKDAL,1
1755,N671PC,KDAL,KCNM,KDALKCNM,KDALKCNM,2
1756,N671PC,KATS,KDAL,KATSKDAL,KATSKDAL,1
1757,N671PC,KCNM,KATS,KCNMKATS,KCNMKATS,9
1758,N671PC,KLRU,KCNM,KLRUKCNM,KLRUKCNM,24
1759,N671PC,KCNM,KLRU,KCNMKLRU,KCNMKLRU,20
1760,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1761,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1762,N671PC,KODO,KCNM,KODOKCNM,KODOKCNM,7
1763,N671PC,E38,KODO,E38KODO,E38KODO,1
1764,N671PC,KCNM,E38,KCNME38,KCNME38,4
1765,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1766,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1767,N671PC,KMAF,KCNM,KMAFKCNM,KMAFKCNM,1
1768,N671PC,E38,KMAF,E38KMAF,E38KMAF,1
1769,N671PC,KCNM,E38,KCNME38,KCNME38,4
1770,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1771,N671PC,KCNM,KELP,KCNMKELP,KCNMKELP,26
1772,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1773,N671PC,KCVN,KLBB,KCVNKLBB,KCVNKLBB,6
1774,N671PC,KCNM,KCVN,KCNMKCVN,KCNMKCVN,3
1775,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1776,N671PC,KCNM,KABQ,KCNMKABQ,KCNMKABQ,16
1777,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1778,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1779,N671PC,KCNM,KCNM,KCNMKCNM,KCNMKCNM,11
1780,N671PC,KCNM,KCNM,KCNMKCNM,KCNMKCNM,11
1781,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1782,N671PC,KCNM,KABQ,KCNMKABQ,KCNMKABQ,16
1783,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1784,N671PC,KATS,KELP,KATSKELP,KATSKELP,6
1785,N671PC,KCNM,KATS,KCNMKATS,KCNMKATS,9
1786,N671PC,KAMA,KCNM,KAMAKCNM,KAMAKCNM,2
1787,N671PC,KCVN,KAMA,KCVNKAMA,KCVNKAMA,3
1788,N671PC,KCVN,KAMA,KCVNKAMA,KCVNKAMA,3
1789,N671PC,KCNM,KCVN,KCNMKCVN,KCNMKCVN,3
1790,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1791,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1792,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1793,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1794,N671PC,KTUS,KCNM,KTUSKCNM,KTUSKCNM,1
1795,N671PC,KLRU,KTUS,KLRUKTUS,KLRUKTUS,3
1796,N671PC,KCNM,KLRU,KCNMKLRU,KCNMKLRU,20
1797,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1798,N671PC,KPRZ,KLBB,KPRZKLBB,KPRZKLBB,5
1799,N671PC,KCNM,KPRZ,KCNMKPRZ,KCNMKPRZ,5
1800,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1801,N671PC,KCNM,KELP,KCNMKELP,KCNMKELP,26
1802,N671PC,KPEQ,KCNM,KPEQKCNM,KPEQKCNM,1
1803,N671PC,KCNM,KPEQ,KCNMKPEQ,KCNMKPEQ,1
1804,N671PC,KROW,KCNM,KROWKCNM,KROWKCNM,17
1805,N671PC,KELP,KROW,KELPKROW,KELPKROW,20
1806,N671PC,E38,KELP,E38KELP,E38KELP,3
1807,N671PC,KCNM,E38,KCNME38,KCNME38,4
1808,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1809,N671PC,KATS,KELP,KATSKELP,KATSKELP,6
1810,N671PC,KCNM,KATS,KCNMKATS,KCNMKATS,9
1811,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1812,N671PC,KCNM,KABQ,KCNMKABQ,KCNMKABQ,16
1813,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1814,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1815,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1816,N671PC,KROW,KELP,KROWKELP,KROWKELP,14
1817,N671PC,KCNM,KROW,KCNMKROW,KCNMKROW,22
1818,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1819,N671PC,KFMN,KABQ,KFMNKABQ,KFMNKABQ,97
1820,N671PC,KCNM,KFMN,KCNMKFMN,KCNMKFMN,1
1821,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1822,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1823,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1824,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1825,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1826,N671PC,E38,KELP,E38KELP,E38KELP,3
1827,N671PC,KCNM,E38,KCNME38,KCNME38,4
1828,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1829,N671PC,KRQE,KABQ,KRQEKABQ,KRQEKABQ,1
1830,N671PC,KCNM,KRQE,KCNMKRQE,KCNMKRQE,1
1831,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1832,N671PC,KCNM,KABQ,KCNMKABQ,KCNMKABQ,16
1833,N671PC,KAMA,KCNM,KAMAKCNM,KAMAKCNM,2
1834,N671PC,KHOB,KAMA,KHOBKAMA,KHOBKAMA,1
1835,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
1836,N671PC,KLRU,KCNM,KLRUKCNM,KLRUKCNM,24
1837,N671PC,KCNM,KLRU,KCNMKLRU,KCNMKLRU,20
1838,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1839,N671PC,KFST,KELP,KFSTKELP,KFSTKELP,3
1840,N671PC,KCNM,KFST,KCNMKFST,KCNMKFST,3
1841,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1842,N671PC,KALM,KELP,KALMKELP,KALMKELP,9
1843,N671PC,KCNM,KALM,KCNMKALM,KCNMKALM,2
1844,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1845,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1846,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1847,N671PC,KHOB,KLBB,KHOBKLBB,KHOBKLBB,11
1848,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
1849,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1850,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1851,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1852,N671PC,KLRU,KABQ,KLRUKABQ,KLRUKABQ,10
1853,N671PC,KCNM,KLRU,KCNMKLRU,KCNMKLRU,20
1854,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1855,N671PC,KHOB,KABQ,KHOBKABQ,KHOBKABQ,25
1856,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
1857,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1858,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1859,N671PC,KCNM,KABQ,KCNMKABQ,KCNMKABQ,16
1860,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1861,N671PC,KVHN,KELP,KVHNKELP,KVHNKELP,4
1862,N671PC,KCNM,KVHN,KCNMKVHN,KCNMKVHN,2
1863,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1864,N671PC,KGUP,KABQ,KGUPKABQ,KGUPKABQ,25
1865,N671PC,KCNM,KGUP,KCNMKGUP,KCNMKGUP,2
1866,N671PC,KODO,KCNM,KODOKCNM,KODOKCNM,7
1867,N671PC,KHOB,KODO,KHOBKODO,KHOBKODO,4
1868,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
1869,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1870,N671PC,KHOB,KABQ,KHOBKABQ,KHOBKABQ,25
1871,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
1872,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1873,N671PC,KHOB,KELP,KHOBKELP,KHOBKELP,3
1874,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
1875,N671PC,KODO,KCNM,KODOKCNM,KODOKCNM,7
1876,N671PC,KHOB,KODO,KHOBKODO,KHOBKODO,4
1877,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
1878,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1879,N671PC,KHOB,KLBB,KHOBKLBB,KHOBKLBB,11
1880,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
1881,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1882,N671PC,KINK,KLBB,KINKKLBB,KINKKLBB,1
1883,N671PC,KCNM,KINK,KCNMKINK,KCNMKINK,1
1884,N671PC,KATS,KCNM,KATSKCNM,KATSKCNM,2
1885,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1886,N671PC,KCNM,KABQ,KCNMKABQ,KCNMKABQ,16
1887,N671PC,KSAF,KCNM,KSAFKCNM,KSAFKCNM,1
1888,N671PC,KLVS,KSAF,KLVSKSAF,KLVSKSAF,2
1889,N671PC,KLBB,KLVS,KLBBKLVS,KLBBKLVS,1
1890,N671PC,KATS,KLBB,KATSKLBB,KATSKLBB,8
1891,N671PC,KCNM,KATS,KCNMKATS,KCNMKATS,9
1892,N671PC,KLRU,KCNM,KLRUKCNM,KLRUKCNM,24
1893,N671PC,KROW,KLRU,KROWKLRU,KROWKLRU,13
1894,N671PC,KCNM,KROW,KCNMKROW,KCNMKROW,22
1895,N671PC,KLRU,KCNM,KLRUKCNM,KLRUKCNM,24
1896,N671PC,KHOB,KLRU,KHOBKLRU,KHOBKLRU,15
1897,N671PC,KLBB,KHOB,KLBBKHOB,KLBBKHOB,2
1898,N671PC,KPRZ,KLBB,KPRZKLBB,KPRZKLBB,5
1899,N671PC,KCNM,KPRZ,KCNMKPRZ,KCNMKPRZ,5
1900,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1901,N671PC,KROW,KABQ,KROWKABQ,KROWKABQ,30
1902,N671PC,KCNM,KROW,KCNMKROW,KCNMKROW,22
1903,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1904,N671PC,KHOB,KABQ,KHOBKABQ,KHOBKABQ,25
1905,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
1906,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1907,N671PC,KATS,KELP,KATSKELP,KATSKELP,6
1908,N671PC,KCNM,KATS,KCNMKATS,KCNMKATS,9
1909,N671PC,KPHX,KCNM,KPHXKCNM,KPHXKCNM,3
1910,N671PC,KLRU,KPHX,KLRUKPHX,KLRUKPHX,4
1911,N671PC,KCNM,KLRU,KCNMKLRU,KCNMKLRU,20
1912,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1913,N671PC,KHOB,KABQ,KHOBKABQ,KHOBKABQ,25
1914,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
1915,N671PC,KLRU,KCNM,KLRUKCNM,KLRUKCNM,24
1916,N671PC,KCNM,KLRU,KCNMKLRU,KCNMKLRU,20
1917,N671PC,KLRU,KCNM,KLRUKCNM,KLRUKCNM,24
1918,N671PC,KHOB,KLRU,KHOBKLRU,KHOBKLRU,15
1919,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
1920,N671PC,KLRU,KCNM,KLRUKCNM,KLRUKCNM,24
1921,N671PC,E06,KLRU,E06KLRU,E06KLRU,1
1922,N671PC,KLRU,KLRU,KLRUKLRU,KLRUKLRU,2
1923,N671PC,KLRU,KCNM,KLRUKCNM,KLRUKCNM,24
1924,N671PC,KCNM,E06,KCNME06,KCNME06,2
1925,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1926,N671PC,KLUV,KABQ,KLUVKABQ,KLUVKABQ,1
1927,N671PC,KCNM,KLUV,KCNMKLUV,KCNMKLUV,1
1928,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1929,N671PC,KODO,KELP,KODOKELP,KODOKELP,1
1930,N671PC,KCNM,KODO,KCNMKODO,KCNMKODO,3
1931,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1932,N671PC,KCNM,KELP,KCNMKELP,KCNMKELP,26
1933,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1934,N671PC,KROW,KELP,KROWKELP,KROWKELP,14
1935,N671PC,KCNM,KROW,KCNMKROW,KCNMKROW,22
1936,N671PC,KLRU,KCNM,KLRUKCNM,KLRUKCNM,24
1937,N671PC,KCNM,KLRU,KCNMKLRU,KCNMKLRU,20
1938,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1939,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1940,N671PC,KODO,KCNM,KODOKCNM,KODOKCNM,7
1941,N671PC,KPEQ,KODO,KPEQKODO,KPEQKODO,1
1942,N671PC,KATS,KPEQ,KATSKPEQ,KATSKPEQ,1
1943,N671PC,KHOB,KCNM,KHOBKCNM,KHOBKCNM,1
1944,N671PC,KHOU,KHOB,KHOUKHOB,KHOUKHOB,1
1945,N671PC,KCNM,KHOU,KCNMKHOU,KCNMKHOU,2
1946,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1947,N671PC,KCNM,KABQ,KCNMKABQ,KCNMKABQ,16
1948,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1949,N671PC,KLRU,KABQ,KLRUKABQ,KLRUKABQ,10
1950,N671PC,KCNM,KLRU,KCNMKLRU,KCNMKLRU,20
1951,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1952,N671PC,KCNM,KABQ,KCNMKABQ,KCNMKABQ,16
1953,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1954,N671PC,KHOB,KLBB,KHOBKLBB,KHOBKLBB,11
1955,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
1956,N671PC,KLRU,KCNM,KLRUKCNM,KLRUKCNM,24
1957,N671PC,KHOB,KLRU,KHOBKLRU,KHOBKLRU,15
1958,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
1959,N671PC,KCNM,KROW,KCNMKROW,KCNMKROW,22
1960,N671PC,KODO,KCNM,KODOKCNM,KODOKCNM,7
1961,N671PC,KHOB,KODO,KHOBKODO,KHOBKODO,4
1962,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
1963,N671PC,KROW,KCNM,KROWKCNM,KROWKCNM,17
1964,N671PC,KCNM,KROW,KCNMKROW,KCNMKROW,22
1965,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1966,N671PC,KROW,KABQ,KROWKABQ,KROWKABQ,30
1967,N671PC,KCNM,KROW,KCNMKROW,KCNMKROW,22
1968,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1969,N671PC,KROW,KABQ,KROWKABQ,KROWKABQ,30
1970,N671PC,KCNM,KROW,KCNMKROW,KCNMKROW,22
1971,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1972,N671PC,KROW,KELP,KROWKELP,KROWKELP,14
1973,N671PC,KCNM,KROW,KCNMKROW,KCNMKROW,22
1974,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1975,N671PC,KCNM,KELP,KCNMKELP,KCNMKELP,26
1976,N671PC,KLRU,KCNM,KLRUKCNM,KLRUKCNM,24
1977,N671PC,KCNM,KLRU,KCNMKLRU,KCNMKLRU,20
1978,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1979,N671PC,KSRR,KABQ,KSRRKABQ,KSRRKABQ,1
1980,N671PC,KCNM,KSRR,KCNMKSRR,KCNMKSRR,1
1981,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1982,N671PC,KLVS,KABQ,KLVSKABQ,KLVSKABQ,5
1983,N671PC,KCNM,KLVS,KCNMKLVS,KCNMKLVS,3
1984,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1985,N671PC,KVHN,KELP,KVHNKELP,KVHNKELP,4
1986,N671PC,KCNM,KVHN,KCNMKVHN,KCNMKVHN,2
1987,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1988,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1989,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
1990,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
1991,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1992,N671PC,KLRU,KABQ,KLRUKABQ,KLRUKABQ,10
1993,N671PC,KCNM,KLRU,KCNMKLRU,KCNMKLRU,20
1994,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
1995,N671PC,KROW,KABQ,KROWKABQ,KROWKABQ,30
1996,N671PC,KCNM,KROW,KCNMKROW,KCNMKROW,22
1997,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
1998,N671PC,KALM,KELP,KALMKELP,KALMKELP,9
1999,N671PC,KCNM,KALM,KCNMKALM,KCNMKALM,2
2000,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
2001,N671PC,KCNM,KELP,KCNMKELP,KCNMKELP,26
2002,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
2003,N671PC,KELP,KELP,KELPKELP,KELPKELP,7
2004,N671PC,KCNM,KELP,KCNMKELP,KCNMKELP,26
2005,N671PC,KCNM,KROW,KCNMKROW,KCNMKROW,22
2006,N671PC,KPRZ,KCNM,KPRZKCNM,KPRZKCNM,1
2007,N671PC,KPRZ,KPRZ,KPRZKPRZ,KPRZKPRZ,1
2008,N671PC,KPRZ,KODO,KPRZKODO,KPRZKODO,1
2009,N671PC,KCNM,KPRZ,KCNMKPRZ,KCNMKPRZ,5
2010,N671PC,KLRU,KCNM,KLRUKCNM,KLRUKCNM,24
2011,N671PC,KCNM,KLRU,KCNMKLRU,KCNMKLRU,20
2012,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
2013,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
2014,N671PC,KGNC,KCNM,KGNCKCNM,KGNCKCNM,1
2015,N671PC,KCNM,KGNC,KCNMKGNC,KCNMKGNC,2
2016,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
2017,N671PC,KHOB,KLBB,KHOBKLBB,KHOBKLBB,11
2018,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
2019,N671PC,KCNM,KCNM,KCNMKCNM,KCNMKCNM,11
2020,N671PC,KFTW,KCNM,KFTWKCNM,KFTWKCNM,2
2021,N671PC,2T1,KFTW,2T1KFTW,2T1KFTW,1
2022,N671PC,KCNM,2T1,KCNM2T1,KCNM2T1,1
2023,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
2024,N671PC,KELP,KELP,KELPKELP,KELPKELP,7
2025,N671PC,KABQ,KELP,KABQKELP,KABQKELP,35
2026,N671PC,KSVC,KABQ,KSVCKABQ,KSVCKABQ,4
2027,N671PC,KELP,KSVC,KELPKSVC,KELPKSVC,14
2028,N671PC,KELP,KELP,KELPKELP,KELPKELP,7
2029,N671PC,KCNM,KELP,KCNMKELP,KCNMKELP,26
2030,N671PC,KROW,KCNM,KROWKCNM,KROWKCNM,17
2031,N671PC,KCNM,KROW,KCNMKROW,KCNMKROW,22
2032,N671PC,KELP,KCNM,KELPKCNM,KELPKCNM,44
2033,N671PC,KCNM,KELP,KCNMKELP,KCNMKELP,26
2034,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
2035,N671PC,E26,KLBB,E26KLBB,E26KLBB,1
2036,N671PC,KCNM,E26,KCNME26,KCNME26,1
2037,N671PC,KLRU,KCNM,KLRUKCNM,KLRUKCNM,24
2038,N671PC,KHOB,KLRU,KHOBKLRU,KHOBKLRU,15
2039,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
2040,N671PC,KLRU,KCNM,KLRUKCNM,KLRUKCNM,24
2041,N671PC,KHOB,KLRU,KHOBKLRU,KHOBKLRU,15
2042,N671PC,KCNM,KCNM,KCNMKCNM,KCNMKCNM,11
2043,N671PC,KLBB,KCNM,KLBBKCNM,KLBBKCNM,33
2044,N671PC,KCNM,KLBB,KCNMKLBB,KCNMKLBB,25
2045,N671PC,KCNM,KCNM,KCNMKCNM,KCNMKCNM,11
2046,N671PC,KSAT,KCNM,KSATKCNM,KSATKCNM,2
2047,N671PC,KGNC,KSAT,KGNCKSAT,KGNCKSAT,1
2048,N671PC,KCNM,KGNC,KCNMKGNC,KCNMKGNC,2
2049,N671PC,KODO,KCNM,KODOKCNM,KODOKCNM,7
2050,N671PC,KHOB,KODO,KHOBKODO,KHOBKODO,4
2051,N671PC,KCNM,KHOB,KCNMKHOB,KCNMKHOB,33
2052,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
2053,N671PC,KROW,KABQ,KROWKABQ,KROWKABQ,30
2054,N671PC,KCNM,KROW,KCNMKROW,KCNMKROW,22
2055,N671PC,KPHX,KCNM,KPHXKCNM,KPHXKCNM,3
2056,N671PC,KLRU,KPHX,KLRUKPHX,KLRUKPHX,4
2057,N671PC,KCNM,KLRU,KCNMKLRU,KCNMKLRU,20
2058,N671PC,KABQ,KCNM,KABQKCNM,KABQKCNM,42
2059,N705KC,KSYR,KPTD,KSYRKPTD,KSYRKPTD,28
2060,N705KC,KPTD,KSYR,KPTDKSYR,KPTDKSYR,15
2061,N705KC,KROC,KPTD,KROCKPTD,KROCKPTD,9
2062,N705KC,KITH,KROC,KITHKROC,KITHKROC,1
2063,N705KC,KPTD,KITH,KPTDKITH,KPTDKITH,1
2064,N705KC,KROC,KPTD,KROCKPTD,KROCKPTD,9
2065,N705KC,KPTD,KROC,KPTDKROC,KPTDKROC,7
2066,N705KC,KSYR,KPTD,KSYRKPTD,KSYRKPTD,28
2067,N705KC,KMSS,KSYR,KMSSKSYR,KMSSKSYR,10
2068,N705KC,KMSS,KSYR,KMSSKSYR,KMSSKSYR,10
2069,N705KC,KSYR,KPTD,KSYRKPTD,KSYRKPTD,28
2070,N705KC,KMSS,KSYR,KMSSKSYR,KMSSKSYR,10
2071,N705KC,KMSS,KSYR,KMSSKSYR,KMSSKSYR,10
2072,N705KC,KPBG,KPTD,KPBGKPTD,KPBGKPTD,4
2073,N705KC,KMSS,KPBG,KMSSKPBG,KMSSKPBG,4
2074,N705KC,KMSS,KMSS,KMSSKMSS,KMSSKMSS,1
2075,N705KC,KMSS,KPBG,KMSSKPBG,KMSSKPBG,4
2076,N705KC,KPBG,KPTD,KPBGKPTD,KPBGKPTD,4
2077,N705KC,KMSS,KPBG,KMSSKPBG,KMSSKPBG,4
2078,N705KC,KMSS,KPBG,KMSSKPBG,KMSSKPBG,4
2079,N705KC,KSYR,KPTD,KSYRKPTD,KSYRKPTD,28
2080,N705KC,KPTD,KSYR,KPTDKSYR,KPTDKSYR,15
2081,N705KC,KSYR,KPTD,KSYRKPTD,KSYRKPTD,28
2082,N705KC,KTEB,KSYR,KTEBKSYR,KTEBKSYR,1
2083,N705KC,KSYR,KTEB,KSYRKTEB,KSYRKTEB,1
2084,N705KC,KPTD,KSYR,KPTDKSYR,KPTDKSYR,15
2085,N705KC,KBTV,KPTD,KBTVKPTD,KBTVKPTD,11
2086,N705KC,KPTD,KBTV,KPTDKBTV,KPTDKBTV,11
2087,N705KC,KROC,KPTD,KROCKPTD,KROCKPTD,9
2088,N705KC,KBTV,KROC,KBTVKROC,KBTVKROC,1
2089,N705KC,KROC,KBTV,KROCKBTV,KROCKBTV,1
2090,N705KC,KPTD,KROC,KPTDKROC,KPTDKROC,7
2091,N705KC,KBTV,KPTD,KBTVKPTD,KBTVKPTD,11
2092,N705KC,KPTD,KBTV,KPTDKBTV,KPTDKBTV,11
2093,N705KC,KSYR,KPTD,KSYRKPTD,KSYRKPTD,28
2094,N705KC,KMSS,KSYR,KMSSKSYR,KMSSKSYR,10
2095,N705KC,KMSS,KSYR,KMSSKSYR,KMSSKSYR,10
2096,N705KC,KALB,KPTD,KALBKPTD,KALBKPTD,6
